"Symbol";"Company";"Sector";"Subsector";"Price"
"ACOR";"Acorda Therapeutics Inc";"Healthcare";"Biotechnology";"4.13"
"ACFN";"Acorn Energy Inc";"Technology";"Hardware";"0.58"
"ATV";"Acorn International Inc";"Consumer Cyclical";"Retail - Cyclical";"20.89"
"ACLD";"Acquire Ltd";"Real Estate";"Real Estate";"0.02"
"AQSP";"Acquired Sales Corp";"Consumer Defensive";"Consumer Packaged Goods";"4.5"
"AIII";"ACRE Realty Investors Inc";"Real Estate";"REITs";"0.82"
"ACRGF";"Acreage Holdings Inc";"Healthcare";"Drug Manufacturers";"2.77"
"ACRDF";"Acreage Holdings Inc";"Healthcare";"Drug Manufacturers";"2.05"
"ACRHF";"Acreage Holdings Inc";"Healthcare";"Drug Manufacturers";"2.86"
"ACR";"ACRES Commercial Realty Corp";"Real Estate";"REITs";"16.54"
"RSOpACL.PFD";"ACRES Commercial Realty Corp";"Real Estate";"REITs";"25.01"
"RSOpBCL.PFD";"ACRES Commercial Realty Corp";"Real Estate";"REITs";"24.6"
"ACRpC.PFD";"ACRES Commercial Realty Corp";"Real Estate";"REITs";"25.43"
"ACRpD.PFD";"ACRES Commercial Realty Corp";"Real Estate";"REITs";"25.12"
"ACBM";"Acro Biomedical Co Ltd";"Healthcare";"Biotechnology";"4.89"
"ACRO.U";"Acropolis Infrastructure Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.97"
"NMNRF";"Acrow Formwork and Construction Services Ltd";"Industrials";"Construction";"0.3"
"ARUXF";"Acrux Ltd";"Healthcare";"Biotechnology";"0.1"
"ACSAF";"ACS Actividades de Construccion y Servicios SA";"Industrials";"Construction";"26.85"
"ACSAY";"ACS Actividades de Construccion y Servicios SA";"Industrials";"Construction";"5.32"
"AMCY";"ACS Global Inc";"Healthcare";"Medical Diagnostics & Research";"1"
"ACSEF";"ACS Motion Control Ltd";"Technology";"Hardware";"1"
"ACLH";"Act Clean Technologies Inc";"Industrials";"Business Services";"0"
"ALIOF";"Actelion Ltd";"Healthcare";"Biotechnology";"277.14"
"ATLIF";"Actelion Ltd";"Healthcare";"Biotechnology";"285"
"ATNM";"Actinium Pharmaceuticals Inc";"Healthcare";"Biotechnology";"6"
"ATGGF";"Actinogen Medical Ltd";"Healthcare";"Biotechnology";"0.02"
"AECFF";"Action Energy Inc";"Energy";"Oil & Gas";"0"
"ACTS";"Actions Semiconductor Co Ltd";"Technology";"Semiconductors";"2.14"
"ATRVF";"Activa resources AG";"Energy";"Oil & Gas";"0.01"
"ATVBF";"Active Biotech AB";"Healthcare";"Biotechnology";"1.65"
"ATGVF";"Active Energy Group PLC";"Industrials";"Industrial Products";"0.01"
"AHFD";"Active Health Foods Inc";"Consumer Defensive";"Consumer Packaged Goods";"0"
"ACARQ";"ActiveCare Inc";"Healthcare";"Medical Devices & Instruments";"0.25"
"ATVXF";"Activia Properties Inc";"Real Estate";"REITs";"3701"
"ATVI";"Activision Blizzard Inc";"Communication Services";"Interactive Media";"81.12"
"ACTA";"Actua Corp";"Technology";"Software";"1"
"AUCL";"Acucela Inc";"Healthcare";"Biotechnology";"11.4"
"AYI";"Acuity Brands Inc";"Industrials";"Industrial Products";"185.55"
"ATY";"AcuityAds Holdings Inc";"Communication Services";"Interactive Media";"8.23"
"ABOS";"Acumen Pharmaceuticals Inc";"Healthcare";"Biotechnology";"18.85"
"ACUR";"Acura Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"0.55"
"ACXP";"Acurx Pharmaceuticals Inc";"Healthcare";"Biotechnology";"4.92"
"GOLF";"Acushnet Holdings Corp";"Consumer Cyclical";"Travel & Leisure";"51.13"
"AFIB";"Acutus Medical Inc";"Healthcare";"Medical Devices & Instruments";"12.93"
"ACVA";"ACV Auctions Inc";"Technology";"Software";"20.16"
"ADCV";"AD Capital US Inc";"Industrials";"Industrial Products";"1"
"ADPMF";"ad pepper media International NV";"Communication Services";"Media - Diversified";"0.83"
"AELTF";"Adacel Technologies Ltd";"Technology";"Software";"0.89"
"ADAG";"Adagene Inc";"Healthcare";"Biotechnology";"16.79"
"ADGI";"Adagio Therapeutics Inc";"Healthcare";"Biotechnology";"32.34"
"ADAC";"Adama Technologies Corp";"Financial Services";"Asset Management";"0"
"ADMG";"Adamant DRI Processing and Minerals Group";"Communication Services";"Media - Diversified";"0.04"
"ADMS";"Adamas Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"4.53"
"DDNFF";"Adamera Minerals Corp";"Basic Materials";"Metals & Mining";"0.04"
"ADMP";"Adamis Pharmaceuticals Corp";"Healthcare";"Drug Manufacturers";"1.05"
"ADX";"Adams Diversified Equity Fund Inc";"Financial Services";"Asset Management";"20.82"
"PEO";"Adams Natural Resources Fund Inc";"Financial Services";"Asset Management";"14.89"
"CPTHF";"Adams PLC";"Financial Services";"Asset Management";"0.03"
"AE";"Adams Resources & Energy Inc";"Energy";"Oil & Gas";"30.5"
"AUAYF";"Adanac Molybdenum Corp";"Basic Materials";"Metals & Mining";"0.13"
"DFBHU";"AdaptHealth Corp";"Healthcare";"Medical Devices & Instruments";"10.05"
"AHCO";"AdaptHealth Corp";"Healthcare";"Medical Devices & Instruments";"23.75"
"ADAP";"Adaptimmune Therapeutics PLC";"Healthcare";"Biotechnology";"5.24"
"AATV";"Adaptive Ad Systems Inc";"Communication Services";"Media - Diversified";"0.74"
"ADPT";"Adaptive Biotechnologies Corp";"Healthcare";"Biotechnology";"35.79"
"ADIN";"Adaptive Insights Inc";"Technology";"Software";"0"
"ADTM";"Adaptive Medias Inc";"Technology";"Software";"0"
"ADRA.U";"Adara Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.95"
"ADRA.WS";"Adara Acquisition Corp";"Financial Services";"Diversified Financial Services";"0.58"
"ADRLF";"Adavale Resources Ltd";"Energy";"Other Energy Sources";"0.04"
"ADBCF";"Adbri Ltd";"Basic Materials";"Building Materials";"2.73"
"ADLDY";"Adbri Ltd";"Basic Materials";"Building Materials";"10.18"
"ADCT";"ADC Therapeutics SA";"Healthcare";"Biotechnology";"28.82"
"AIHLF";"Adcock Ingram Holdings Ltd";"Healthcare";"Drug Manufacturers";"4.31"
"ADCOF";"Adcore Inc";"Technology";"Software";"0.92"
"ATXG";"Addentax Group Corp";"Industrials";"Transportation";"7.5"
"ADDXF";"Addex Therapeutics Ltd";"Healthcare";"Biotechnology";"1.56"
"ADXN";"Addex Therapeutics Ltd";"Healthcare";"Biotechnology";"9.7"
"ADBKF";"Addiko Bank AG";"Financial Services";"Banks";"15.33"
"ADDLF";"AddLife AB";"Healthcare";"Medical Devices & Instruments";"17.38"
"ADDC";"Addmaster Corp";"Industrials";"Industrial Products";"17.25"
"ADDNF";"Addnode Group AB";"Technology";"Software";"5.8"
"ADUS";"Addus HomeCare Corp";"Healthcare";"Healthcare Providers & Services";"89.95"
"AEY";"Addvantage Technologies Group Inc";"Technology";"Hardware";"2.64"
"AHEXF";"Adecco Group AG";"Industrials";"Business Services";"56.28"
"AHEXY";"Adecco Group AG";"Industrials";"Business Services";"28.29"
"AGRO";"Adecoagro SA";"Consumer Defensive";"Consumer Packaged Goods";"9.39"
"ADKCF";"Adeka Corp";"Basic Materials";"Chemicals";"17.75"
"ADPAJ";"Adelphia Recovery Trust";"Industrials";"Business Services";"0"
"ADPAK";"Adelphia Recovery Trust";"Industrials";"Business Services";"0"
"ADPAN";"Adelphia Recovery Trust";"Industrials";"Business Services";"0.01"
"ADPAR";"Adelphia Recovery Trust";"Industrials";"Business Services";"0"
"ADPAT";"Adelphia Recovery Trust";"Industrials";"Business Services";"0.03"
"ADPAL";"Adelphia Recovery Trust";"Industrials";"Business Services";"0"
"ADPAS";"Adelphia Recovery Trust";"Industrials";"Business Services";"0"
"ADPAO";"Adelphia Recovery Trust";"Industrials";"Business Services";"0"
"ADPTQ";"Adeptus Health Inc";"Healthcare";"Healthcare Providers & Services";"1.22"
"ADRNF";"Aderans Co Ltd";"Consumer Defensive";"Consumer Packaged Goods";"5.42"
"ADSGF";"Adesso SE";"Technology";"Software";"81.75"
"MKPEF";"Adevinta ASA";"Communication Services";"Interactive Media";"11.8"
"ADEVF";"Adevinta ASA";"Communication Services";"Interactive Media";"20.23"
"ADXM";"Adex Media Inc";"Communication Services";"Interactive Media";"0"
"ADXDF";"Adex Mining Inc";"Basic Materials";"Metals & Mining";"0.01"
"ADFJF";"ADF Group Inc";"Industrials";"Industrial Products";"1.68"
"ADFT";"Adfitech Inc";"Financial Services";"Banks";"2.15"
"ATRX";"Adhera Therapeutics Inc";"Healthcare";"Biotechnology";"0.11"
"ADIA";"Adia Nutrition Inc";"Consumer Defensive";"Consumer Packaged Goods";"0"
"ADIL";"Adial Pharmaceuticals Inc";"Healthcare";"Biotechnology";"4.13"
"ADILW";"Adial Pharmaceuticals Inc";"Healthcare";"Biotechnology";"0.8"
"ACET";"Adicet Bio Inc";"Healthcare";"Biotechnology";"8"
"ADDDF";"adidas AG";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"350.08"
"ADDYY";"adidas AG";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"178.32"
"ADNT";"Adient PLC";"Consumer Cyclical";"Vehicles & Parts";"40.15"
"ADKT";"Adirondack Trust Co";"Financial Services";"Banks";"1850"
"ADEX.U";"Adit Edtech Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.91"
"ADEX";"Adit Edtech Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.65"
"ADEX.WS";"Adit Edtech Acquisition Corp";"Financial Services";"Diversified Financial Services";"0.55"
"ADTX";"Aditxt Inc";"Healthcare";"Biotechnology";"1.87"
"ADKIL";"Adkins Energy LLC";"Basic Materials";"Chemicals";"395"
"ADPPF";"Adler Group SA";"Real Estate";"Real Estate";"29.65"
"ADMQ";"ADM Endeavors Inc";"Industrials";"Business Services";"0.07"
"ADMT";"ADM Tronics Unlimited Inc";"Healthcare";"Medical Devices & Instruments";"0.12"
"ADMA";"ADMA Biologics Inc";"Healthcare";"Biotechnology";"1.33"
"ADFK";"Admiral Financial Corp";"Industrials";"Conglomerates";"0"
"AMIGF";"Admiral Group PLC";"Financial Services";"Insurance";"46.91"
"AMIGY";"Admiral Group PLC";"Financial Services";"Insurance";"51.84"
"ARYRY";"Admiralty Resources NL";"Basic Materials";"Metals & Mining";"0.11"
"ADBE";"Adobe Inc";"Technology";"Software";"665.99"
"ADOIF";"Adocia";"Healthcare";"Biotechnology";"10.14"
"ADOCY";"Adocia";"Healthcare";"Biotechnology";"9.8"
"ADBGF";"Adore Beauty Group Ltd";"Consumer Cyclical";"Retail - Cyclical";"3.98"
"ADMLF";"Adriatic Metals PLC";"Basic Materials";"Metals & Mining";"2.05"
"ADTLF";"Adriatic Metals PLC";"Basic Materials";"Metals & Mining";"1.97"
"ADCUF";"ADS Maritime Holding PLC";"Industrials";"Transportation";"1"
"ASPR";"Adsouth Partners Inc";"Communication Services";"Media - Diversified";"0"
"ADST";"Adstar Inc";"Communication Services";"Media - Diversified";"0"
"ADT";"ADT Inc";"Industrials";"Business Services";"8.34"
"ATGE";"Adtalem Global Education Inc";"Consumer Defensive";"Education";"36.75"
"ADTY";"Adtegrity.com International Inc";"Communication Services";"Media - Diversified";"0.02"
"ADTN";"Adtran Inc";"Technology";"Hardware";"20.51"
"ADRO";"Aduro Biotech Inc";"Healthcare";"Biotechnology";"14.6"
"ACTHF";"Aduro Clean Technologies Inc";"Industrials";"Industrial Products";"0.65"
"ADVOF";"ADVA Optical Networking SE";"Technology";"Hardware";"16.43"
"AAP";"Advance Auto Parts Inc";"Consumer Cyclical";"Retail - Cyclical";"201.14"
"ADGCF";"Advance Gold Corp";"Basic Materials";"Metals & Mining";"0.05"
"ADZZF";"Advance Residence Investment Corp";"Real Estate";"REITs";"3394"
"ABAT";"Advanced Battery Technologies Inc";"Industrials";"Industrial Products";"0.04"
"ABENU";"Advanced BioEnergy LLC";"Basic Materials";"Chemicals";"0.87"
"ABMT";"Advanced BioMedical Technologies Inc";"Healthcare";"Medical Devices & Instruments";NA
"CEIFF";"Advanced Connection Corp PCL";"Industrials";"Conglomerates";"0.03"
"ACTX";"Advanced Container Technologies Inc";"Consumer Cyclical";"Packaging & Containers";"1"
"ADTC";"Advanced Deposition Technologies Inc";"Basic Materials";"Steel";"0"
"ADHMY";"Advanced Digital Health Medicina Preventiva SA";"Healthcare";"Healthcare Providers & Services";"1.45"
"WMS";"Advanced Drainage Systems Inc";"Industrials";"Construction";"116.3"
"ADES";"Advanced Emissions Solutions Inc";"Industrials";"Industrial Products";"6.82"
"AEIS";"Advanced Energy Industries Inc";"Industrials";"Industrial Products";"90.46"
"AENG";"Advanced Engine Technologies Inc";"Consumer Cyclical";"Vehicles & Parts";"0"
"AERT";"Advanced Environmental Recycling Technologies Inc";"Industrials";"Waste Management";"0.14"
"ADEXF";"Advanced Explorations Inc";"Basic Materials";"Metals & Mining";"0"
"AVIFY";"Advanced Info Service PCL";"Communication Services";"Telecommunication Services";"5.64"
"AVIZF";"Advanced Info Service PCL";"Communication Services";"Telecommunication Services";"5.1"
"AVIVF";"Advanced Info Service PCL";"Communication Services";"Telecommunication Services";"5.6"
"AVIKF";"Advanced Info Service PCL";"Communication Services";"Telecommunication Services";"8.75"
"ADLS";"Advanced Life Sciences Holdings Inc";"Healthcare";"Biotechnology";"0.01"
"AVLS";"Advanced Lighting Solutions";"Real Estate";"Real Estate";"0"
"AMSJF";"Advanced Medical Solutions Group PLC";"Healthcare";"Medical Devices & Instruments";"2.3"
"AMPI.U";"Advanced Merger Partners Inc";"Financial Services";"Diversified Financial Services";"9.78"
"AMPI";"Advanced Merger Partners Inc";"Financial Services";"Diversified Financial Services";"9.6"
"AMVMF";"Advanced Metallurgical Group NV";"Basic Materials";"Metals & Mining";"35.4"
"AMD";"Advanced Micro Devices Inc";"Technology";"Semiconductors";"111.32"
"AONCF";"Advanced Oncotherapy PLC";"Healthcare";"Medical Devices & Instruments";"0.35"
"AOXY";"Advanced Oxygen Technologies Inc";"Real Estate";"Real Estate";"0.3"
"APWL";"Advanced Powerline Technologies Inc";"Technology";"Hardware";"0.03"
"APTCF";"Advanced Proteome Therapeutics Corp";"Healthcare";"Biotechnology";"0.25"
"AVGG";"Advanced Techno Grp Ltd";"Technology";"Software";"0"
"AVSIF";"Advanced Vision Technology Ltd";"Industrials";"Industrial Products";"10.91"
"AVOI";"Advanced Voice Recognition Systems Inc";"Technology";"Software";"0.01"
"ATCLF";"AdvanceTC Ltd";"Technology";"Hardware";"0.21"
"ASIX";"AdvanSix Inc";"Basic Materials";"Chemicals";"36.15"
"ADVC";"Advant-e Corp";"Technology";"Software";"5.6"
"AAVVF";"Advantage Energy Ltd";"Energy";"Oil & Gas";"4.1"
"ADV";"Advantage Solutions Inc";"Communication Services";"Media - Diversified";"8.88"
"ADVWW";"Advantage Solutions Inc";"Communication Services";"Media - Diversified";"1.65"
"ADGO";"Advantego Corp";"Technology";"Software";"0"
"ADTTF";"Advantest Corp";"Technology";"Semiconductors";"85.12"
"ATEYY";"Advantest Corp";"Technology";"Semiconductors";"85.73"
"ATXMF";"Advantex Marketing International Inc";"Communication Services";"Media - Diversified";"0"
"ADVT";"Advantis Corp";"Healthcare";"Drug Manufacturers";"0"
"CXRXF";"Advanz Pharma Corp Ltd";"Healthcare";"Drug Manufacturers";"17.06"
"CHCR";"Advanzeon Solutions Inc";"Healthcare";"Healthcare Providers & Services";"0.03"
"ADVA";"Advatech Corp";"Healthcare";"Drug Manufacturers";"0"
"ADXS";"Advaxis Inc";"Healthcare";"Biotechnology";"0.45"
"ADVV";"Adveco Group Inc";"Consumer Defensive";"Consumer Packaged Goods";"0.75"
"AVXSF";"Advectus Life Sciences Inc";"Healthcare";"Biotechnology";"0"
"AVK";"Advent Claymore Convt Security & Income Fund";"Financial Services";"Asset Management";"19.03"
"ADN";"Advent Technologies Holdings Inc";"Utilities";"Utilities - Independent Power Producers";"7.47"
"ADNWW";"Advent Technologies Holdings Inc";"Utilities";"Utilities - Independent Power Producers";"0.96"
"AVDWF";"Advent-AWI Holdings Inc";"Consumer Cyclical";"Retail - Cyclical";"0.75"
"LCM";"Advent/claymore Enhanced Growth & Income";"Financial Services";"Asset Management";"7.74"
"ADVZF";"Adventus Mining Corp";"Basic Materials";"Metals & Mining";"0.71"
"ADVM";"Adverum Biotechnologies Inc";"Healthcare";"Biotechnology";"2.39"
"AVFCF";"ADVFN PLC";"Financial Services";"Capital Markets";"0.41"
"IHUBY";"ADVFN PLC";"Financial Services";"Capital Markets";"1.23"
"ADXRF";"ADX Energy Ltd";"Energy";"Oil & Gas";"0.01"
"ADYYF";"Adyen NV";"Technology";"Software";"3257"
"ADYEY";"Adyen NV";"Technology";"Software";"32.39"
"ADYX";"Adynxx Inc";"Healthcare";"Biotechnology";"0.1"
"IMPX.U";"AEA-Bridges Impact Corp";"Financial Services";"Diversified Financial Services";"10.1"
"IMPX";"AEA-Bridges Impact Corp";"Financial Services";"Diversified Financial Services";"9.74"
"IMPX.WS";"AEA-Bridges Impact Corp";"Financial Services";"Diversified Financial Services";"0.69"
"AECLF";"AECI Ltd";"Basic Materials";"Chemicals";"5.76"
"AECLY";"AECI Ltd";"Basic Materials";"Chemicals";"8"
"ACM";"AECOM";"Industrials";"Construction";"66.03"
"AEGXF";"Aecon Group Inc";"Industrials";"Construction";"16.43"
"AEDFF";"Aedifica SA";"Real Estate";"REITs";"146"
"AGZNF";"Aegean Airlines SA";"Industrials";"Transportation";"6.05"
"ANWWQ";"Aegean Marine Petroleum Network Inc";"Energy";"Oil & Gas";"0.04"
"AEGR";"Aegerion Pharmaceuticals Inc";"Healthcare";"Biotechnology";"1.97"
"AEGN";"Aegion Corp";"Industrials";"Construction";"29.99"
"SCUPF";"Aegis Brands Inc.";"Consumer Cyclical";"Restaurants";"0.67"
"AGLE";"Aeglea BioTherapeutics Inc";"Healthcare";"Biotechnology";"7.13"
"AEG";"Aegon NV";"Financial Services";"Insurance";"4.9"
"AEGOF";"Aegon NV";"Financial Services";"Insurance";"4.76"
"AEB";"Aegon NV";"Financial Services";"Insurance";"25.24"
"AED";"Aegon NV";"Financial Services";"Insurance";"25.52"
"AEHR";"Aehr Test Systems";"Technology";"Semiconductors";"6.91"
"XXAAC";"Aei Income & Growth Fund LP";"Real Estate";"Real Estate";"675"
"AMTX";"Aemetis Inc";"Energy";"Oil & Gas";"10.23"
"ANNSF";"Aena SME SA";"Industrials";"Transportation";"158.75"
"ANYYY";"Aena SME SA";"Industrials";"Transportation";"15.85"
"AENZ";"Aenza SAA";"Industrials";"Construction";"1.51"
"AOLS";"Aeolus Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"0"
"AONNF";"AEON Co Ltd";"Consumer Cyclical";"Retail - Cyclical";"30"
"AONNY";"AEON Co Ltd";"Consumer Cyclical";"Retail - Cyclical";"26.03"
"ANDGF";"AEON DELIGHT Co Ltd";"Industrials";"Business Services";"30.24"
"AEOJF";"AEON Financial Service Co Ltd";"Financial Services";"Credit Services";"12.21"
"AGHC";"Aeon Global Health Corp";"Healthcare";"Medical Diagnostics & Research";"0.09"
"AMLLF";"AEON Mall Co Ltd";"Real Estate";"Real Estate";"13"
"AEOMF";"Aeon Metals Ltd";"Basic Materials";"Metals & Mining";"0.05"
"ARBGU";"Aequi Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.9"
"ARBG";"Aequi Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.73"
"ARBGW";"Aequi Acquisition Corp";"Financial Services";"Diversified Financial Services";"0.65"
"AQSZF";"Aequus Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"0.11"
"AERN";"AER Energy Resources Inc";"Energy";"Oil & Gas";"0"
"AELGF";"Aer Lingus Group PLC";"Industrials";"Transportation";"2.83"
"AER";"AerCap Holdings NV";"Industrials";"Transportation";"54.33"
"AERI";"Aerie Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"14.52"
"AETLF";"Aeris Environmental Ltd";"Industrials";"Industrial Products";"0.14"
"ARSRF";"Aeris Resources Ltd";"Basic Materials";"Metals & Mining";"0.17"
"AERS";"Aerius International Inc";"Technology";"Hardware";"0.01"
"AKOM";"Aerkomm Inc";"Technology";"Hardware";"2.61"
"ACY";"AeroCentury Corp";"Industrials";"Business Services";"35.67"
"AERUF";"Aeroflot Russian Airlines PJSC";"Industrials";"Transportation";"1.79"
"AFML";"Aerofoam Metals Inc";"Basic Materials";"Metals & Mining";"0"
"AERO";"AeroGrow International Inc";"Consumer Cyclical";"Retail - Cyclical";"3.21"
"AJRD";"Aerojet Rocketdyne Holdings Inc";"Industrials";"Aerospace & Defense";"41.5"
"AEOXF";"Aeroports de Paris SA";"Industrials";"Transportation";"119"
