"Symbol";"Company";"Sector";"Subsector";"Price"
"JFIL";"Jubilant Flame International Ltd";"Industrials";"Business Services";"0.05"
"JBULF";"Jubilee Gold Exploration Ltd";"Basic Materials";"Metals & Mining";"0.57"
"JUBPF";"Jubilee Metals Group PLC";"Basic Materials";"Metals & Mining";"0.25"
"JSCIF";"Judges Scientific PLC";"Technology";"Hardware";"29"
"CNJG";"Jufeel International Group";"Healthcare";"Drug Manufacturers";"130"
"JUGRF";"Juggernaut Exploration Ltd";"Basic Materials";"Metals & Mining";"0.15"
"JUHL";"Juhl Energy Inc";"Utilities";"Utilities - Independent Power Producers";"272"
"JBARF";"Julius Baer Gruppe AG";"Financial Services";"Asset Management";"67.65"
"JBAXY";"Julius Baer Gruppe AG";"Financial Services";"Asset Management";"13.7"
"JUMT";"Juma Technology Corp";"Technology";"Hardware";"0"
"JUMSY";"Jumbo SA";"Consumer Cyclical";"Retail - Cyclical";"15.3"
"JUMSF";"Jumbo SA";"Consumer Cyclical";"Retail - Cyclical";"18.69"
"JMEI";"Jumei International Holding Ltd";"Consumer Cyclical";"Retail - Cyclical";"19.93"
"JMIA";"Jumia Technologies AG";"Consumer Cyclical";"Retail - Cyclical";"20.73"
"JFBHF";"Jungfraubahn Holding AG";"Industrials";"Transportation";"155"
"JGHHY";"Jungheinrich AG";"Industrials";"Industrial Products";"10.45"
"JGHAF";"Jungheinrich AG";"Industrials";"Industrial Products";"52.43"
"JUVF";"Juniata Valley Financial Corp";"Financial Services";"Banks";"17.05"
"JUNP";"Juniper Group Inc";"Communication Services";"Telecommunication Services";"0"
"JIH.U";"Juniper Industrial Holdings Inc";"Financial Services";"Diversified Financial Services";"15"
"JIH";"Juniper Industrial Holdings Inc";"Financial Services";"Diversified Financial Services";"13.19"
"JNPR";"Juniper Networks Inc";"Technology";"Hardware";"29.11"
"JP";"Jupai Holdings Ltd";"Financial Services";"Asset Management";"1.4"
"JAQCU";"Jupiter Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.79"
"JFHHF";"Jupiter Fund Management PLC";"Financial Services";"Asset Management";"4"
"JUPGF";"Jupiter Gold Corp";"Basic Materials";"Metals & Mining";"0.9"
"JMIH";"Jupiter Marine International Holdings Inc";"Consumer Cyclical";"Travel & Leisure";"0.03"
"JMXXF";"Jupiter Mines Ltd";"Basic Materials";"Metals & Mining";"0.17"
"JUPW";"Jupiter Wellness Inc";"Healthcare";"Drug Manufacturers";"1.68"
"JUPWW";"Jupiter Wellness Inc";"Healthcare";"Drug Manufacturers";"0.79"
"JECFF";"Jura Energy Corp";"Energy";"Oil & Gas";"0.3"
"JUSHF";"Jushi Holdings Inc";"Healthcare";"Drug Manufacturers";"4.53"
"JSTLF";"Just Eat PLC.";"Communication Services";"Interactive Media";"11.3"
"TKAYF";"Just Eat Takeaway.com NV";"Consumer Cyclical";"Retail - Cyclical";"93.64"
"GRUB";"Just Eat Takeaway.com NV";"Consumer Cyclical";"Retail - Cyclical";"17.99"
"JETKY";"Just Eat Takeaway.com NV";"Consumer Cyclical";"Retail - Cyclical";"9.02"
"JEpA.PFD";"Just Energy Group Inc";"Utilities";"Utilities - Regulated";"3.02"
"JE";"Just Energy Group Inc";"Utilities";"Utilities - Regulated";"0.95"
"JKHCF";"Just Kitchen Holdings Corp";"Consumer Cyclical";"Restaurants";"1.35"
"JSTS";"Justiss Oil Inc";"Energy";"Oil & Gas";"22.85"
"JSYSF";"Justsystems Corp";"Technology";"Software";"7.55"
"JUTOY";"Jutal Offshore Oil Services Ltd";"Energy";"Oil & Gas";"36.9"
"JUTOF";"Jutal Offshore Oil Services Ltd";"Energy";"Oil & Gas";"0.16"
"JUTHF";"Jutha Maritime PCL";"Industrials";"Transportation";"0.01"
"JUVAF";"Juva Life Inc";"Healthcare";"Drug Manufacturers";"0.39"
"JVTSF";"Juventus Football Club SpA";"Consumer Cyclical";"Travel & Leisure";"0.9"
"ASZP";"JV Group Inc";"Financial Services";"Diversified Financial Services";"0.01"
"JVCZF";"JVCKenwood Corp";"Technology";"Hardware";"2.38"
"JVCZY";"JVCKenwood Corp";"Technology";"Hardware";"7.7"
"JWCTF";"JW (Cayman) Therapeutics Co Ltd";"Healthcare";"Biotechnology";"2.2"
"JYSKF";"Jyske Bank A/S";"Financial Services";"Banks";"25.2"
"JYSKY";"Jyske Bank A/S";"Financial Services";"Banks";"9.99"
"JZZI";"Jzz Technologies Inc";"Technology";"Software";"0.01"
"KSHOF";"K S Holdings Corp";"Consumer Cyclical";"Retail - Cyclical";"14.81"
"KWHAF";"K Wah International Holdings Ltd";"Real Estate";"Real Estate";"0.52"
"KPLUY";"K+S AG";"Basic Materials";"Agriculture";"6.88"
"KPLUF";"K+S AG";"Basic Materials";"Agriculture";"14.32"
"KBRLF";"K-Bro Linen Inc";"Industrials";"Business Services";"33.47"
"KTLI";"K-Tel International Inc";"Consumer Cyclical";"Travel & Leisure";"0.09"
"KOVTF";"k1 Ventures Ltd";"Financial Services";"Asset Management";"0.14"
"KTGDF";"K2 Gold Corp";"Basic Materials";"Metals & Mining";"0.2"
"WDFCF";"K9 Gold Corp";"Basic Materials";"Metals & Mining";"0.26"
"KNTNF";"K92 Mining Inc";"Basic Materials";"Metals & Mining";"5.9"
"KANP";"Kaanapali Land LLC";"Real Estate";"Real Estate";"21"
"KABDF";"KAB Distribution Inc";"Technology";"Software";"0"
"KABX";"Kabe Exploration Inc";"Energy";"Oil & Gas";"0"
"KBDHF";"Kabel Deutschland Holding AG";"Communication Services";"Media - Diversified";"130.37"
"KBDHY";"Kabel Deutschland Holding AG";"Communication Services";"Media - Diversified";"51.8"
"KAI";"Kadant Inc";"Industrials";"Industrial Products";"208.86"
"KSICW";"Kadem Sustainable Impact Corp";"Financial Services";"Diversified Financial Services";"0.56"
"KSI";"Kadem Sustainable Impact Corp";"Financial Services";"Diversified Financial Services";"9.64"
"KSICU";"Kadem Sustainable Impact Corp";"Financial Services";"Diversified Financial Services";"9.9"
"KDHOF";"Kader Holdings Co Ltd";"Consumer Cyclical";"Travel & Leisure";"0.07"
"KMSTF";"Kadimastem Ltd";"Healthcare";"Biotechnology";"2.11"
"KDNG";"Kading Companies SA";"Basic Materials";"Metals & Mining";"0.02"
"KDMN";"Kadmon Holdings Inc";"Healthcare";"Biotechnology";"5.37"
"KGRZF";"Kagara Ltd";"Basic Materials";"Metals & Mining";"0.1"
"KGMEF";"Kagome Co Ltd";"Consumer Defensive";"Consumer Packaged Goods";"26.3"
"KHSHF";"Kagoshima Bank Ltd";"Financial Services";"Banks";"7.3"
"KAHL";"Kahala Corp";"Consumer Cyclical";"Restaurants";"300"
"KHOTF";"Kahoot AS";"Technology";"Software";"6.8"
"KNNNF";"Kainos Group PLC";"Technology";"Software";"26.8"
"KAIRW";"Kairos Acquisition Corp";"Financial Services";"Diversified Financial Services";"0.52"
"KAIRU";"Kairos Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.93"
"KAIR";"Kairos Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.62"
"MPJFF";"Kairos Minerals Ltd";"Basic Materials";"Metals & Mining";"0.02"
"KALU";"Kaiser Aluminum Corp";"Basic Materials";"Metals & Mining";"125.41"
"KGHI";"Kaiser Group Holdings Inc";"Industrials";"Conglomerates";"1"
"KAVL";"Kaival Brands Innovations Group Inc";"Consumer Defensive";"Tobacco Products";"5.59"
"CMSSU";"Kaixin Auto Holdings";"Consumer Cyclical";"Vehicles & Parts";"3.11"
"KXIN";"Kaixin Auto Holdings";"Consumer Cyclical";"Vehicles & Parts";"3.01"
"KXINW";"Kaixin Auto Holdings";"Consumer Cyclical";"Vehicles & Parts";"0.16"
"CCNCF";"Kaizen Discovery Inc";"Basic Materials";"Metals & Mining";"0.04"
"KAJMF";"Kajima Corp";"Industrials";"Construction";"13.05"
"KAJMY";"Kajima Corp";"Industrials";"Construction";"13.23"
"KKPCF";"Kaken Pharmaceutical Co Ltd";"Healthcare";"Drug Manufacturers";"39.84"
"KALG";"Kal Energy Inc";"Energy";"Other Energy Sources";"0"
"KALA";"Kala Pharmaceuticals Inc";"Healthcare";"Biotechnology";"3.32"
"KAMRF";"Kalamazoo Resources Ltd";"Basic Materials";"Metals & Mining";"0.28"
"KLDO";"Kaleido Biosciences Inc";"Healthcare";"Biotechnology";"6.12"
"KSLLF";"Kalera AS";"Consumer Defensive";"Consumer Packaged Goods";"3.45"
"KLXC";"Kalex Corp";"Industrials";"Conglomerates";"0.05"
"KLR";"Kaleyra Inc";"Communication Services";"Telecommunication Services";"12.47"
"KLR.WS";"Kaleyra Inc";"Communication Services";"Telecommunication Services";"3.39"
"KALY";"Kali Inc";"Healthcare";"Drug Manufacturers";"0"
"KALO";"Kallo Inc";"Healthcare";"Healthcare Providers & Services";"0.03"
"CKGDF";"KalNorth Gold Mines Ltd";"Basic Materials";"Metals & Mining";"0"
"KLGDF";"Kalo Gold Corp";"Basic Materials";"Metals & Mining";"0.21"
"KLTR";"Kaltura Inc";"Technology";"Software";"12.15"
"KALV";"KalVista Pharmaceuticals Inc";"Healthcare";"Biotechnology";"20.27"
"KMDA";"Kamada Ltd";"Healthcare";"Drug Manufacturers";"5.3"
"KAMN";"Kaman Corp";"Industrials";"Aerospace & Defense";"39.91"
"KMBIF";"Kambi Group PLC";"Consumer Cyclical";"Travel & Leisure";"26.74"
"KMGIF";"Kamigumi Co Ltd";"Industrials";"Transportation";"17.97"
"KMUXF";"Kamux Corp";"Consumer Cyclical";"Vehicles & Parts";"16.46"
"KNMOF";"Kanamoto Co Ltd";"Industrials";"Business Services";"23.25"
"KNCQF";"Kancera AB";"Healthcare";"Biotechnology";"0.08"
"KNDI";"Kandi Technologies Group Inc";"Consumer Cyclical";"Vehicles & Parts";"5.06"
"KNBIF";"Kane Biotech Inc";"Healthcare";"Biotechnology";"0.13"
"KANKF";"Kaneka Corp";"Basic Materials";"Chemicals";"41.35"
"KSTUF";"Kanematsu Corp";"Technology";"Hardware";"13"
"KGNR";"Kange Corp";"Technology";"Software";"0.06"
"KAEPY";"Kansai Electric Power Co Inc";"Utilities";"Utilities - Independent Power Producers";"5.01"
"KAEPF";"Kansai Electric Power Co Inc";"Utilities";"Utilities - Independent Power Producers";"9.6"
"KSANF";"Kansai Paint Co Ltd";"Basic Materials";"Chemicals";"24.67"
"KPTCY";"Kansai Paint Co Ltd";"Basic Materials";"Chemicals";"12.34"
"KCLI";"Kansas City Life Insurance Co";"Financial Services";"Insurance";"43"
"KSUp.PFD";"Kansas City Southern";"Industrials";"Transportation";"35.75"
"KSU";"Kansas City Southern";"Industrials";"Transportation";"293.87"
"KTHGF";"Kantone Holdings Ltd";"Technology";"Software";"0.1"
"BZ";"Kanzhun Ltd";"Industrials";"Business Services";"35.6"
"KAOCF";"Kao Corp";"Consumer Defensive";"Consumer Packaged Goods";"60.6"
"KAOOY";"Kao Corp";"Consumer Defensive";"Consumer Packaged Goods";"12"
"LNGB";"Kaopu Group Inc";"Financial Services";"Insurance";"2.5"
"CSSDF";"Kape Technologies PLC";"Technology";"Software";"4.8"
"KPSHF";"Kapsch TrafficCom AG";"Technology";"Software";"17.7"
"KAR";"KAR Auction Services Inc";"Consumer Cyclical";"Retail - Cyclical";"16.92"
"KMMIF";"Karam Minerals Inc";"Basic Materials";"Metals & Mining";"0.3"
"KRT";"Karat Packaging Inc";"Consumer Cyclical";"Packaging & Containers";"22.62"
"KRDXF";"Kardex Holding AG";"Industrials";"Industrial Products";"264"
"KCIGF";"Karelia Tobacco Co Inc SA";"Consumer Defensive";"Tobacco Products";"375.37"
"KRXBF";"Karex Bhd";"Consumer Defensive";"Consumer Packaged Goods";"0.3"
"KRMEF";"Karmin Exploration Inc";"Basic Materials";"Metals & Mining";"0.75"
"KRLTF";"Karnalyte Resources Inc";"Basic Materials";"Agriculture";"0.15"
"KARBF";"Karo Pharma AB";"Healthcare";"Drug Manufacturers";"5.76"
"KDEVF";"Karolinska Development AB";"Healthcare";"Biotechnology";"0.61"
"KRNGY";"Karoon Energy Ltd";"Energy";"Oil & Gas";"1.45"
"KRNGF";"Karoon Energy Ltd";"Energy";"Oil & Gas";"0.9"
"KARO";"Karooooo Ltd";"Technology";"Software";"33.26"
"KRRGF";"Karora Resources Inc";"Basic Materials";"Metals & Mining";"2.54"
"KRSOF";"Karsan Otomotiv Sanayii Ve Ticaret AS";"Consumer Cyclical";"Vehicles & Parts";"0.45"
"KRTX";"Karuna Therapeutics Inc";"Healthcare";"Biotechnology";"116.98"
"KPTI";"Karyopharm Therapeutics Inc";"Healthcare";"Biotechnology";"5.56"
"KASBF";"Kasbah Resources Ltd";"Basic Materials";"Metals & Mining";"0.02"
"KSNIF";"Kasen International Holdings Ltd";"Real Estate";"Real Estate";"0.15"
"KPCKF";"Kasikornbank Public Co Ltd";"Financial Services";"Banks";"5.35"
"KPCUF";"Kasikornbank Public Co Ltd";"Financial Services";"Banks";"3.02"
"KPCPF";"Kasikornbank Public Co Ltd";"Financial Services";"Banks";"3.1"
"KPCPY";"Kasikornbank Public Co Ltd";"Financial Services";"Banks";"15.19"
"KAKZF";"Kaspi.kz JSC";"Technology";"Software";"98.94"
"KSPN";"Kaspien Holdings Inc";"Consumer Cyclical";"Retail - Cyclical";"21.16"
"KAST";"Kasten Inc";"Healthcare";"Biotechnology";"0.15"
"KATX";"KAT Exploration Inc";"Basic Materials";"Metals & Mining";"0"
"KTHN";"Katahdin Bankshares Corp";"Financial Services";"Banks";"23.08"
"KKRAF";"Katakura Industries Co Ltd";"Industrials";"Conglomerates";"11.55"
"KPLTW";"Katapult Holdings Inc";"Technology";"Software";"1.03"
"KPLT";"Katapult Holdings Inc";"Technology";"Software";"4.98"
"KTHDY";"Kathmandu Holdings Ltd";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"0.2"
"KTPPF";"Katipult Technology Corp";"Technology";"Software";"0.16"
"KATOF";"Kato Sangyo Co Ltd";"Consumer Defensive";"Retail - Defensive";"32.8"
"KATSF";"Katsuragawa Electric Co Ltd";"Technology";"Hardware";"5.67"
"KATYQ";"Katy Industries Inc";"Consumer Defensive";"Consumer Packaged Goods";"0.07"
"KFMNF";"Kaufman & Broad SA";"Consumer Cyclical";"Homebuilding & Construction";"37.25"
"KVGOF";"Kavango Resources PLC";"Basic Materials";"Metals & Mining";"0.08"
"KWHIY";"Kawasaki Heavy Industries Ltd";"Industrials";"Industrial Products";"8.94"
"KWHIF";"Kawasaki Heavy Industries Ltd";"Industrials";"Industrial Products";"22.83"
"KAIKY";"Kawasaki Kisen Kaisha Ltd";"Industrials";"Transportation";"20.3"
"KAKKF";"Kawasaki Kisen Kaisha Ltd";"Industrials";"Transportation";"11.75"
"KAYS";"Kaya Holdings Inc";"Healthcare";"Drug Manufacturers";"0.18"
"KED";"Kayne Anderson Energy Development Co";"Financial Services";"Asset Management";"18.45"
"KYN";"Kayne Anderson Energy Infrastructure Fund, Inc";"Financial Services";"Asset Management";"7.94"
"KYE";"Kayne Anderson Energy Total Return Fund";"Financial Services";"Asset Management";"9.89"
"KYNPRGCL.PFD";"Kayne Anderson Mlp Investment Co";"Financial Services";"Asset Management";"24.98"
"KYNPRE.PFD";"Kayne Anderson Mlp Investment Co";"Financial Services";"Asset Management";"25.1"
"KYNpFCL.PFD";"Kayne Anderson MLP/Midstream Investment Co";"Financial Services";"Asset Management";"25.01"
"KMF";"Kayne Anderson NextGen Energy and Infrastructure I";"Financial Services";"Asset Management";"7.18"
"KZMYF";"KAZ Minerals PLC";"Basic Materials";"Metals & Mining";"12"
"KZMYY";"KAZ Minerals PLC";"Basic Materials";"Metals & Mining";"5.63"
"KZHXY";"Kazakhtelecom JSC";"Communication Services";"Telecommunication Services";"15.62"
"AKGZY";"Kazanorgsintez PJSC";"Basic Materials";"Chemicals";"1.04"
"KZIA";"Kazia Therapeutics Ltd";"Healthcare";"Biotechnology";"10.29"
"NVGNF";"Kazia Therapeutics Ltd";"Healthcare";"Biotechnology";"0.2"
"KAZNF";"Kazkommertsbank JSC";"Financial Services";"Banks";"0.73"
"KB";"KB Financial Group Inc";"Financial Services";"Banks";"45.45"
"KBH";"KB Home";"Consumer Cyclical";"Homebuilding & Construction";"43.05"
"KBCSY";"KBC Group SA/NV";"Financial Services";"Banks";"41.62"
"KBKC";"KBK Capital Corp";"Financial Services";"Credit Services";"25"
"KBKCP.PFD";"KBK Capital Corp";"Financial Services";"Credit Services";"3"
"KBLMU";"KBL Merger Corp IV";"Financial Services";"Diversified Financial Services";"8.38"
"KBLM";"KBL Merger Corp IV";"Financial Services";"Diversified Financial Services";"4.99"
"KBR";"KBR Inc";"Industrials";"Construction";"38.79"
"BMMCF";"Kbridge Energy Corp";"Energy";"Oil & Gas";"0"
"KBSFU";"KBS Fashion Group Ltd";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"2.75"
"KBSF";"KBS Fashion Group Ltd";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"4.23"
"KBRS";"KBS Real Estate Investment Trust II Inc";"Real Estate";"REITs";"1.36"
"KBSR";"KBS Real Estate Investment Trust III Inc";"Real Estate";"REITs";"7.12"
"KCMH";"KCM Holdings Corp";"Financial Services";"Asset Management";"0"
"KCOMF";"KCOM Group PLC";"Communication Services";"Telecommunication Services";"1.2"
"KDDIF";"KDDI Corp";"Communication Services";"Telecommunication Services";"31"
"KDDIY";"KDDI Corp";"Communication Services";"Telecommunication Services";"15.43"
"BEKE";"KE Holdings Inc";"Real Estate";"Real Estate";"18.34"
"KRNY";"Kearny Financial Corp";"Financial Services";"Banks";"12.97"
"KCKSF";"Keck Seng Investments (Hong Kong) Ltd";"Consumer Cyclical";"Travel & Leisure";"0.51"
"KFFLF";"KEFI Gold and Copper PLC";"Basic Materials";"Metals & Mining";"0.02"
"KHEXF";"Keikyu Corp";"Industrials";"Transportation";"16.3"
"KTERF";"Keio Corp";"Industrials";"Transportation";"60.77"
"KELRF";"Keisei Electric Railway Co Ltd";"Industrials";"Transportation";"5.7"
"KLRGF";"Keller Group PLC";"Industrials";"Construction";"12.95"
"KMFI";"Keller Manufacturing Co Inc";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";"0.25"
"K";"Kellogg Co";"Consumer Defensive";"Consumer Packaged Goods";"62.65"
"KELYB";"Kelly Services Inc";"Industrials";"Business Services";"20.1"
"KELYA";"Kelly Services Inc";"Industrials";"Business Services";"20.02"
"KIQ";"Kelso Technologies Inc";"Industrials";"Transportation";"0.62"
"KELTF";"Kelt Exploration Ltd";"Energy";"Oil & Gas";"2.62"
"KTRN";"Keltron Corp";"Industrials";"Business Services";"0.25"
"KVMD";"Kelvin Medical Inc";"Healthcare";"Medical Devices & Instruments";"0"
"KLYG";"Kelyniam Global Inc";"Healthcare";"Medical Devices & Instruments";"0.13"
"KMGH";"Kemiao Garment Holding Group";"Financial Services";"Diversified Financial Services";"1.5"
"KOYJF";"Kemira Oyj";"Basic Materials";"Chemicals";"16.5"
"KMPR";"Kemper Corp";"Financial Services";"Insurance";"68.74"
"KMPH";"KemPharm Inc";"Healthcare";"Biotechnology";"9.23"
"KNDYD";"Kenadyr Metals Corp";"Basic Materials";"Metals & Mining";"0.12"
"KSQR";"Kendall Square Research Corp";"Healthcare";"Healthcare Providers & Services";"0"
"KNDRF";"Kendrion NV";"Consumer Cyclical";"Vehicles & Parts";"37.21"
"KNDXY";"Kenedix Inc";"Real Estate";"Real Estate";"8.56"
"KNDXF";"Kenedix Inc";"Real Estate";"Real Estate";"6.2"
"KDXRF";"Kenedix Office Investment Corp";"Real Estate";"REITs";"4685"
"KENS";"Kenilworth Systems Corp";"Consumer Cyclical";"Travel & Leisure";"0.05"
"KMRPF";"Kenmare Resources PLC";"Basic Materials";"Metals & Mining";"5.18"
"KMT";"Kennametal Inc";"Industrials";"Industrial Products";"37.54"
"KW";"Kennedy-Wilson Holdings Inc";"Real Estate";"Real Estate";"22.27"
"KEN";"Kenon Holdings Ltd";"Utilities";"Utilities - Regulated";"39.6"
"NWRCF";"Kenorland Minerals Ltd";"Basic Materials";"Metals & Mining";"0.51"
"KCAC.U";"Kensington Capital Acquisition Corp II";"Financial Services";"Diversified Financial Services";"10.08"
"KCAC";"Kensington Capital Acquisition Corp II";"Financial Services";"Diversified Financial Services";"9.92"
"KCAC.WS";"Kensington Capital Acquisition Corp II";"Financial Services";"Diversified Financial Services";"0.94"
"KCGI.U";"Kensington Capital Acquisition Corp V";"Financial Services";"Diversified Financial Services";"10.15"
"KENCA";"Kentucky Central Life Insurance Co";"Financial Services";"Insurance";"0"
"KFFB";"Kentucky First Federal Bancorp";"Financial Services";"Banks";"7.22"
"PSRVF";"Keon Capital Inc";"Basic Materials";"Metals & Mining";"0.29"
"KWPWF";"Kepler Weber SA";"Industrials";"Farm & Heavy Construction Machinery";"17.33"
"KPELY";"Keppel Corp Ltd";"Industrials";"Conglomerates";"7.93"
"KPELF";"Keppel Corp Ltd";"Industrials";"Conglomerates";"3.92"
"KPDCF";"Keppel DC REIT";"Real Estate";"REITs";"1.9"
"KPLIF";"Keppel Infrastructure Trust";"Utilities";"Utilities - Regulated";"0.2"
"KREVF";"Keppel REIT";"Real Estate";"REITs";"0.76"
"PPRUF";"Kering SA";"Consumer Cyclical";"Retail - Cyclical";"790.08"
"PPRUY";"Kering SA";"Consumer Cyclical";"Retail - Cyclical";"79.83"
"KMDRF";"Kermode Resources Ltd";"Basic Materials";"Metals & Mining";"0"
"KRNLU";"Kernel Group Holdings Inc";"Financial Services";"Diversified Financial Services";"9.96"
"KRNL";"Kernel Group Holdings Inc";"Financial Services";"Diversified Financial Services";"9.68"
"KRNLF";"Kernel Holding SA";"Consumer Defensive";"Consumer Packaged Goods";"17.75"
"KROS";"Keros Therapeutics Inc";"Healthcare";"Biotechnology";"34.59"
"KRYAY";"Kerry Group PLC";"Consumer Defensive";"Consumer Packaged Goods";"146.82"
"KRYAF";"Kerry Group PLC";"Consumer Defensive";"Consumer Packaged Goods";"140.35"
"KRRYF";"Kerry Logistics Network Ltd";"Industrials";"Transportation";"3.04"
"KRYPY";"Kerry Properties Ltd";"Real Estate";"Real Estate";"14.11"
"KRYPF";"Kerry Properties Ltd";"Real Estate";"Real Estate";"3.31"
"ICDSF";"Kerur Holdings Ltd";"Consumer Defensive";"Consumer Packaged Goods";"27.2"
"KKOYY";"Kesko Oyj";"Consumer Defensive";"Retail - Defensive";"21.22"
"KKOAF";"Kesko Oyj";"Consumer Defensive";"Retail - Defensive";"44.1"
"KKOYF";"Kesko Oyj";"Consumer Defensive";"Retail - Defensive";"42.93"
"KSSRF";"Kesselrun Resources Ltd";"Basic Materials";"Metals & Mining";"0.11"
"KSTBF";"Kestrel Gold Inc";"Basic Materials";"Metals & Mining";"0.07"
"KONEF";"KetamineOne Capital Ltd";"Healthcare";"Healthcare Providers & Services";"1.12"
"KDP";"Keurig Dr Pepper Inc";"Consumer Defensive";"Beverages - Non-Alcoholic";"35.15"
"GMCR";"Keurig Green Mountain Inc";"Consumer Defensive";"Consumer Packaged Goods";"91.67"
"KWWMF";"Kew Media Group Inc";"Communication Services";"Media - Diversified";"0"
"KEQU";"Kewaunee Scientific Corp";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";"13.25"
"KEFI";"Keweenaw Financial Corp";"Financial Services";"Banks";"77.25"
"KEWL";"Keweenaw Land Association Ltd";"Basic Materials";"Forest Products";"79.5"
"KWPCF";"Kewpie Corp";"Consumer Defensive";"Consumer Packaged Goods";"14.35"
"KCPC";"Key Capital Corp";"Financial Services";"Asset Management";"0.01"
"KEGX";"Key Energy Services Inc";"Energy";"Oil & Gas";"2.25"
"KYSRW";"Key Energy Services Inc";"Energy";"Oil & Gas";"0.01"
"KPHWF";"Key Petroleum Ltd";"Energy";"Oil & Gas";"0"
"KTEC";"Key Technology Inc";"Industrials";"Industrial Products";"20.18"
"KTCC";"Key Tronic Corp";"Technology";"Hardware";"6.68"
"KEYpG.PFD";"KeyCorp";"Financial Services";"Banks";"130.21"
"KEYpI.PFD";"KeyCorp";"Financial Services";"Banks";"30.4"
"KEY";"KeyCorp";"Financial Services";"Banks";"20.33"
"KEYPRHCL.PFD";"KeyCorp";"Financial Services";"Banks";"24.98"
"KEYpJ.PFD";"KeyCorp";"Financial Services";"Banks";"27.16"
"KEYpK.PFD";"KeyCorp";"Financial Services";"Banks";"27.18"
"KYCCF";"Keyence Corp";"Technology";"Hardware";"600"
"KEYUF";"Keyera Corp";"Energy";"Oil & Gas";"24.36"
"KEYS";"Keysight Technologies Inc";"Technology";"Hardware";"179.13"
"KEYP";"Keyuan Petrochemicals Inc";"Basic Materials";"Chemicals";"0"
"KYYWF";"Keywords Studios PLC";"Communication Services";"Interactive Media";"39.32"
"KYYWY";"Keywords Studios PLC";"Communication Services";"Interactive Media";"40.5"
"KZR";"Kezar Life Sciences Inc";"Healthcare";"Biotechnology";"7.52"
"KFGRF";"KFG Resources Ltd";"Energy";"Oil & Gas";"0.03"
"KFRC";"Kforce Inc";"Industrials";"Business Services";"58.28"
"KGHPF";"KGHM Polska Miedz SA";"Basic Materials";"Metals & Mining";"46.53"
"LGLTF";"KGIC Inc";"Consumer Defensive";"Education";"0"
"KOGMF";"KGL Resources Ltd";"Basic Materials";"Metals & Mining";"0.17"
"KHDHF";"KHD Humboldt Wedag International AG";"Industrials";"Industrial Distribution";"1.9"
"KHRWF";"Khiron Life Sciences Corp";"Healthcare";"Drug Manufacturers";"0.09"
"KHRNF";"Khiron Life Sciences Corp";"Healthcare";"Drug Manufacturers";"0.23"
"KHKSF";"Khon Kaen Sugar Industry PCL";"Consumer Defensive";"Consumer Packaged Goods";"0.08"
"KVSA";"Khosla Ventures Acquisition Co";"Financial Services";"Diversified Financial Services";"9.86"
"KVSB";"Khosla Ventures Acquisition Co II";"Financial Services";"Diversified Financial Services";"9.9"
"KVSC";"Khosla Ventures Acquisition Co III";"Financial Services";"Diversified Financial Services";"9.7"
"KIMTF";"Kia Corp";"Consumer Cyclical";"Vehicles & Parts";"30.3"
"KIARF";"Kiaro Holdings Corp";"Healthcare";"Healthcare Providers & Services";"0.08"
"KNFVF";"Kiatnakin Phatra Bank PCL";"Financial Services";"Banks";"0.79"
"KNFSF";"Kiatnakin Phatra Bank PCL";"Financial Services";"Banks";"1.68"
"KTNUF";"Kiatnakin Phatra Bank PCL";"Financial Services";"Banks";"1.08"
"DLCR";"Kibush Capital Corp";"Basic Materials";"Metals & Mining";"0"
"CXLIF";"Kicking Horse Energy Inc";"Energy";"Oil & Gas";"3.54"
"KIDBQ";"Kid Brands Inc";"Consumer Cyclical";"Retail - Cyclical";"0"
"KDCE";"Kid Castle Educational Corporation";"Consumer Defensive";"Education";"0"
"KDOZF";"Kidoz Inc";"Communication Services";"Interactive Media";"0.55"
"KVIL";"Kidville Inc";"Consumer Cyclical";"Personal Services";"0"
"KIERF";"Kier Group PLC";"Industrials";"Construction";"1.5"
"KIRY";"Kiewit Royalty Trust";"Energy";"Other Energy Sources";"0.15"
"KIKOF";"Kikkoman Corp";"Consumer Defensive";"Consumer Packaged Goods";"65.55"
"KIKOY";"Kikkoman Corp";"Consumer Defensive";"Consumer Packaged Goods";"32.84"
"KGRI";"Kiley Group Inc";"Financial Services";"Capital Markets";"0"
"KMMPF";"Killam Apartment Real Estate Investment Trust";"Real Estate";"REITs";"16.9"
"KLIB";"Killbuck Bancshares";"Financial Services";"Banks";"156"
"MYIDF";"Killi Ltd";"Technology";"Software";"0.23"
"KRCPRHCL.PFD";"Kilroy Realty Corp";"Real Estate";"REITs";"25.01"
"KRCPRGCL.PFD";"Kilroy Realty Corp";"Real Estate";"REITs";"25.21"
"KRC";"Kilroy Realty Corp";"Real Estate";"REITs";"65.49"
