"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume"
"SNHLF";"Samson Holding Ltd";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";0,04;"China";0
"SSNYY";"Samson Oil & Gas Ltd";"Energy";"Oil & Gas";0,03;"Australia";0
"SMSOF";"Samsonite International SA";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";2,12;"Luxembourg";2862
"SMSEY";"Samsonite International SA";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";10,37;"Luxembourg";12871
"SSNLF";"Samsung Electronics Co Ltd";"Technology";"Hardware";2209,7;"Korea, South";0
"SSNGY";"Samsung Electronics Co Ltd";"Technology";"Hardware";208,25;"Korea, South";0
"SSDIF";"Samsung SDI Co Ltd";"Technology";"Hardware";56,51;"Korea, South";0
"SJT";"San Juan Basin Royalty Trust";"Energy";"Oil & Gas";4,28;"USA";214083
"SLGYY";"San Leon Energy PLC";"Energy";"Oil & Gas";11,7;"Ireland";0
"SLGYF";"San Leon Energy PLC";"Energy";"Oil & Gas";0,54;"Ireland";0
"SNLGF";"San Lorenzo Gold Corp";"Real Estate";"Real Estate";0,1;"Australia";0
"SLOT";"San Lotus Holding Inc";"Consumer Cyclical";"Travel & Leisure";0,26;"USA";1898
"SMGLF";"San Miguel Brewery Hong Kong Ltd";"Consumer Defensive";"Beverages - Alcoholic";0,17;"Hong Kong";475
"SMGBY";"San Miguel Corp";"Industrials";"Conglomerates";21,84;"Philippines";1465
"SMGBF";"San Miguel Corp";"Industrials";"Conglomerates";2,27;"Philippines";579
"SNAAF";"SAN-A CO Ltd";"Consumer Cyclical";"Retail - Cyclical";40,4;"Japan";0
"SGDBF";"San-in Godo Bank Ltd";"Financial Services";"Banks";8,58;"Japan";0
"SANA";"Sana Biotechnology Inc";"Healthcare";"Biotechnology";23,55;"USA";623858
"SMTI";"Sanara MedTech Inc";"Healthcare";"Healthcare Providers & Services";34,69;"USA";14081
"SADMF";"Sanatana Resources Inc";"Basic Materials";"Metals & Mining";0,07;"Canada";17200
"SNBIF";"SanBio Co Ltd";"Healthcare";"Biotechnology";10,67;"Japan";2515
"SNECQ";"Sanchez Energy Corp";"Energy";"Oil & Gas";0,01;"USA";0
"SNZYQ.PFD";"Sanchez Energy Corp";"Energy";"Oil & Gas";0,01;"USA";52
"SBG.WS";"Sandbridge Acquisition Corp";"Financial Services";"Diversified Financial Services";1,26;"USA";0
"SBG";"Sandbridge Acquisition Corp";"Financial Services";"Diversified Financial Services";8,84;"USA";249692
"SBG.U";"Sandbridge Acquisition Corp";"Financial Services";"Diversified Financial Services";9,56;"USA";13176
"SBII";"Sandbridge X2 Corp";"Financial Services";"Diversified Financial Services";9,73;"USA";94030
"SBII.U";"Sandbridge X2 Corp";"Financial Services";"Diversified Financial Services";9,95;"USA";267354
"SAEOF";"Sanden Holdings Corp";"Industrials";"Industrial Products";3,6;"Japan";0
"WKGBF";"Sanderson Design Group PLC";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";2,78;"UK";0
"SAFM";"Sanderson Farms Inc";"Consumer Defensive";"Consumer Packaged Goods";195,01;"USA";391741
"SRAFF";"Sandfire Resources America Inc";"Basic Materials";"Metals & Mining";0,16;"Canada";41370
"SFRRF";"Sandfire Resources Ltd";"Basic Materials";"Metals & Mining";5;"Australia";4062
"SSPBF";"Sandnes Sparebank";"Financial Services";"Banks";13,07;"Norway";0
"SDRXQ.PFD";"SandRidge Energy Inc";"Energy";"Oil & Gas";0,02;"USA";52
"SDRDW";"SandRidge Energy Inc";"Energy";"Oil & Gas";0,03;"USA";0
"SDRWW";"SandRidge Energy Inc";"Energy";"Oil & Gas";0,05;"USA";0
"SDRPQ.PFD";"SandRidge Energy Inc";"Energy";"Oil & Gas";0,11;"USA";5319
"SD";"SandRidge Energy Inc";"Energy";"Oil & Gas";8,64;"USA";737965
"SDTTU";"SandRidge Mississippian Trust I";"Energy";"Oil & Gas";0,16;"USA";27162
"SDRMU";"SandRidge Mississippian Trust II";"Energy";"Oil & Gas";0,13;"USA";0
"PERS";"SandRidge Permian Trust";"Energy";"Oil & Gas";0,1;"USA";491859
"SDON";"Sandston Corp";"Financial Services";"Diversified Financial Services";0,15;"USA";7288
"SAND";"Sandstorm Gold Ltd";"Basic Materials";"Metals & Mining";6,35;"Canada";1261082
"SDVKY";"Sandvik AB";"Industrials";"Industrial Products";25,6;"Sweden";85647
"SDVKF";"Sandvik AB";"Industrials";"Industrial Products";25,67;"Sweden";862
"SNVNF";"Sandvine Corp";"Technology";"Hardware";3,57;"Canada";0
"SASR";"Sandy Spring Bancorp Inc";"Financial Services";"Banks";43,68;"USA";127109
"SNHPF";"Sanei Architecture Planning Co Ltd";"Real Estate";"Real Estate";16,3;"Japan";0
"SARDF";"Sanford Ltd";"Consumer Defensive";"Consumer Packaged Goods";4,35;"New zealand";0
"SARDY";"Sanford Ltd";"Consumer Defensive";"Consumer Packaged Goods";16,92;"New zealand";0
"SGMO";"Sangamo Therapeutics Inc";"Healthcare";"Biotechnology";9,85;"USA";877152
"SGSUF";"Sangetsu Corp";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";16,9;"Japan";0
"SAMOF";"Sangoma Technologies Corp";"Technology";"Software";2,55;"Canada";11011
"SGBI";"Sangui Biotech International Inc";"Healthcare";"Biotechnology";0,02;"Germany";20778
"SNTLF";"Sanistal A/S";"Industrials";"Conglomerates";10,48;"Denmark";0
"SANJF";"Sanken Electric Co Ltd";"Technology";"Semiconductors";53,5;"Japan";0
"SKIGF";"Sanki Engineering Co Ltd";"Industrials";"Construction";11;"Japan";0
"SNKOF";"Sanko Co Ltd";"Technology";"Hardware";3,75;"Japan";0
"SKXJF";"Sankyo Co Ltd";"Consumer Cyclical";"Travel & Leisure";26,2;"Japan";1700
"SNKUF";"Sankyu Inc";"Industrials";"Transportation";4,8;"Japan";0
"SLLDY";"Sanlam Ltd";"Financial Services";"Insurance";8,94;"South africa";10150
"SLMAF";"Sanlam Ltd";"Financial Services";"Insurance";4,5;"South africa";0
"SANM";"Sanmina Corp";"Technology";"Hardware";39,81;"USA";250174
"SNY";"Sanofi SA";"Healthcare";"Drug Manufacturers";51,68;"France";2021958
"SNYNF";"Sanofi SA";"Healthcare";"Drug Manufacturers";101,9;"France";9199
"SWYBY";"Sanoma Oyj";"Communication Services";"Media - Diversified";1,58;"Finland";0
"SWYBF";"Sanoma Oyj";"Communication Services";"Media - Diversified";11,6;"Finland";0
"SNROF";"Sanrio Co Ltd";"Consumer Cyclical";"Retail - Cyclical";16,09;"Japan";0
"SKUYF";"Sansei Technologies Inc";"Industrials";"Industrial Products";7,21;"Japan";100
"LFYPF";"Sansheng Holdings (Group) Co Ltd";"Real Estate";"Real Estate";0,7;"Hong Kong";0
"SSNEF";"Sanshin Electronics Co Ltd";"Technology";"Semiconductors";17,55;"Japan";0
"SNSUF";"Sansiri PCL";"Real Estate";"Real Estate";0,05;"Thailand";0
"SABB";"Santa Ana Business Bank";"Financial Services";"Banks";3,77;"USA";0
"SCZC";"Santa Cruz County Bank";"Financial Services";"Banks";48,1;"USA";1264
"SFEF";"Santa Fe Financial Corp";"Consumer Cyclical";"Travel & Leisure";32,25;"USA";0
"SFEG";"Santa Fe Gold Corp";"Basic Materials";"Metals & Mining";0,06;"USA";0
"SFPI";"Santa Fe Petroleum Inc";"Energy";"Oil & Gas";0,01;"USA";64706
"SZSMF";"Santacruz Silver Mining Ltd";"Basic Materials";"Metals & Mining";0,29;"Mexico";163848
"SNTNF";"Santana Minerals Ltd";"Basic Materials";"Metals & Mining";0,03;"Australia";0
"BKZHY";"Santander Bank Polska SA";"Financial Services";"Banks";9,06;"Poland";0
"SC";"Santander Consumer USA Holdings Inc";"Financial Services";"Credit Services";41,69;"USA";1151969
"SANpICL.PFD";"Santander Finance Preferred SA Unipersonal";"Financial Services";"Asset Management";25,43;"Spain";4495
"SANpACL.PFD";"Santander Finance Preferred SA Unipersonal";"Financial Services";"Asset Management";25;"Spain";7943
"SANpC.PFD";"Santander Finance Preferred SA Unipersonal";"Financial Services";"Asset Management";25,01;"Spain";12199
"SOVpCCL.PFD";"Santander Holdings USA Inc";"Financial Services";"Banks";25,01;"USA";13320
"STUPF.PFD";"Santander UK PLC";"Financial Services";"Banks";1,69;"UK";0
"STNDF.PFD";"Santander UK PLC";"Financial Services";"Banks";2,05;"UK";0
"SNTE";"Sante Technology Holdings Inc";"Basic Materials";"Building Materials";1,1;"USA";344
"SNPHF";"Santen Pharmaceutical Co Ltd";"Healthcare";"Drug Manufacturers";13,5;"Japan";4120
"SNPHY";"Santen Pharmaceutical Co Ltd";"Healthcare";"Drug Manufacturers";15,04;"Japan";51205
"SANT";"Santeon Group Inc";"Technology";"Software";0,2;"USA";8069
"SPHDF";"Santhera Pharmaceuticals Holding AG";"Healthcare";"Biotechnology";2,5;"Switzerland";3521
"SSLZY";"Santos Ltd";"Energy";"Oil & Gas";4,41;"Australia";8743
"STOSF";"Santos Ltd";"Energy";"Oil & Gas";4,41;"Australia";649
"STVAF";"Santova Ltd";"Industrials";"Transportation";0,11;"South africa";0
"SNWV";"SANUWAVE Health Inc";"Healthcare";"Medical Devices & Instruments";0,14;"USA";183553
"SNWAF";"Sanwa Holdings Corp";"Industrials";"Construction";12,29;"Japan";0
"SNWR";"Sanwire Corp";"Communication Services";"Media - Diversified";0,01;"USA";378850
"SNYYF";"Sany Heavy Equipment International Holdings Co Ltd";"Industrials";"Farm & Heavy Construction Machinery";1,2;"China";1827
"SPNS";"Sapiens International Corp NV";"Technology";"Software";28,6;"Israel";93788
"SPPJY";"Sappi Ltd";"Basic Materials";"Forest Products";2,97;"South africa";2510
"SOOBF";"Sapporo Holdings Ltd";"Consumer Defensive";"Beverages - Alcoholic";20,65;"Japan";0
"SKPBF";"Sapura Energy Bhd";"Energy";"Oil & Gas";0,04;"Malaysia";0
"SAPIF";"Saputo Inc";"Consumer Defensive";"Consumer Packaged Goods";28,19;"Canada";1510
"SVLOY";"Saraiva Livreiros SA EM Recuperacao Judicial";"Consumer Cyclical";"Retail - Cyclical";2,84;"Brazil";0
"SVLSY";"Saraiva Livreiros SA EM Recuperacao Judicial";"Consumer Cyclical";"Retail - Cyclical";0,98;"Brazil";0
"SRMMF";"Sarama Resources Ltd";"Basic Materials";"Metals & Mining";0,14;"Australia";15686
"SAAFF";"Saras SpA";"Energy";"Oil & Gas";1,66;"Italy";0
"SAAFY";"Saras SpA";"Energy";"Oil & Gas";3,19;"Italy";0
"SAR";"Saratoga Investment Corp";"Financial Services";"Asset Management";28,85;"USA";44647
"SARKF";"Sarawak Oil Palms Bhd";"Consumer Defensive";"Consumer Packaged Goods";1,8;"Malaysia";0
"SARHY";"Sare Holding SAB de CV";"Consumer Cyclical";"Homebuilding & Construction";0,07;"Mexico";0
"SRPT";"Sarepta Therapeutics Inc";"Healthcare";"Biotechnology";78,34;"USA";768896
"SILLF";"Sarine Technologies Ltd";"Technology";"Hardware";0,53;"Israel";7080
"SRSAU";"Sarissa Capital Acquisition Corp";"Financial Services";"Diversified Financial Services";9,91;"USA";NA
"SRSA";"Sarissa Capital Acquisition Corp";"Financial Services";"Diversified Financial Services";9,7;"USA";9535
"SRSAW";"Sarissa Capital Acquisition Corp";"Financial Services";"Diversified Financial Services";0,95;"USA";0
"SOAGY";"Sartorius AG";"Healthcare";"Medical Devices & Instruments";78,55;"Germany";0
"SUVPF";"Sartorius AG";"Healthcare";"Medical Devices & Instruments";665;"Germany";105
"SARTF";"Sartorius AG";"Healthcare";"Medical Devices & Instruments";783,71;"Germany";373
"SSSGY";"Sartorius AG";"Healthcare";"Medical Devices & Instruments";146,3;"Germany";304
"SDMHF";"Sartorius Stedim Biotech SA";"Healthcare";"Medical Devices & Instruments";620;"Germany";53
"SASDY";"SAS AB";"Industrials";"Transportation";0,46;"Sweden";9915
"SASDF";"SAS AB";"Industrials";"Transportation";0,23;"Sweden";1663
"SKENF";"Sasakura Engineering Co Ltd";"Industrials";"Industrial Products";20,2;"Japan";0
"SASOF";"Sasol Ltd";"Energy";"Oil & Gas";14,97;"South africa";559
"SSYRF";"Sassy Resources Corp";"Basic Materials";"Metals & Mining";0,5;"Canada";35804
"ICOTD";"Satellos Bioscience Inc";"Healthcare";"Biotechnology";1,26;"Canada";6125
"SATIF";"Sativa Group PLC";"Healthcare";"Drug Manufacturers";0,07;"UK";0
"SCNNF";"Sativa Wellness Group Inc";"Healthcare";"Drug Manufacturers";0,06;"Canada";66124
"SATOF";"Sato Holdings Corp";"Technology";"Hardware";20,5;"Japan";0
"SAEEF";"Satori Electric Co Ltd";"Technology";"Semiconductors";8,15;"Japan";0
"STRRF";"Satori Resources Inc";"Basic Materials";"Metals & Mining";0,1;"Canada";9999
"SPASF";"SATS Ltd";"Industrials";"Transportation";2,97;"Singapore";665
"STSA";"Satsuma Pharmaceuticals Inc";"Healthcare";"Biotechnology";4,79;"USA";93311
"SAEUF";"Saturn Oil & Gas Inc";"Energy";"Oil & Gas";0,11;"Canada";38855
"HJR";"SATURNS Trust No 2005-3";"Financial Services";"Asset Management";25,52;"USA";0
"GSEG";"Satya Worldwide Inc";"Consumer Cyclical";"Travel & Leisure";1,01;"USA";0
"BFS";"Saul Centers Inc";"Real Estate";"REITs";46,5;"USA";26478
"BFSpE.PFD";"Saul Centers Inc";"Real Estate";"REITs";28,45;"USA";11530
"BFSpD.PFD";"Saul Centers Inc";"Real Estate";"REITs";27,25;"USA";3790
"BFSpC.CL.PFD";"Saul Centers Inc";"Real Estate";"REITs";25,08;"USA";30019
"SVNNF";"Savannah Energy PLC";"Energy";"Oil & Gas";0,23;"UK";0
"SAVNF";"Savannah Resources PLC";"Basic Materials";"Metals & Mining";0,05;"UK";156542
"SVRA";"Savara Inc";"Healthcare";"Biotechnology";1,46;"USA";443289
"SISXF";"Savaria Corp";"Industrials";"Industrial Products";16,61;"Canada";2370
"SVVYF";"Savary Gold Corp";"Basic Materials";"Metals & Mining";0,08;"Canada";0
"SVFD";"Save Foods Inc";"Basic Materials";"Agriculture";7,99;"Israel";3481
"BNGRF";"Savencia SA";"Consumer Defensive";"Consumer Packaged Goods";84,3;"France";127
"ADCC";"Savenergy Holdings Inc";"Industrials";"Industrial Products";0,13;"USA";0
"SVVB";"Savi Financial Corp";"Financial Services";"Banks";10,75;"USA";647
"SVLPF";"Savills PLC";"Real Estate";"Real Estate";18,82;"UK";6670
"SCIV";"Savings Bank";"Financial Services";"Banks";45,75;"USA";0
"HSCEF";"Sawada Holdings Co Ltd";"Financial Services";"Capital Markets";6,6;"Japan";0
"SWPIF";"Sawai Pharmaceutical Co Ltd";"Healthcare";"Drug Manufacturers";48,17;"Japan";0
"SCGX";"Saxon Capital Group Inc";"Financial Services";"Diversified Financial Services";8;"USA";409
"SYAXF";"Sayona Mining Ltd";"Basic Materials";"Metals & Mining";0,12;"Australia";3230636
"SBFG";"SB Financial Group Inc";"Financial Services";"Banks";18,19;"USA";11038
"SBFGP.PFD";"SB Financial Group Inc";"Financial Services";"Banks";18,76;"USA";510
"SFBTF";"SB Technology Corp.";"Technology";"Software";25,78;"Japan";600
"SBAC";"SBA Communications Corp";"Real Estate";"REITs";355,82;"USA";492876
"MDRDF";"Sbanken ASA";"Financial Services";"Banks";8,45;"Norway";0
"SBDCF";"SBD Capital Corp";"Consumer Defensive";"Beverages - Alcoholic";0,03;"Canada";83401
"SBRCY";"Sberbank of Russia PJSC";"Financial Services";"Banks";17,85;"Russia";107877
"AKSJF";"Sberbank of Russia PJSC";"Financial Services";"Banks";2,46;"Russia";0
"SBHGF";"SBI Holdings Inc";"Financial Services";"Asset Management";23,5;"Japan";1128
"SBFFY";"SBM Offshore NV";"Energy";"Oil & Gas";16,47;"Netherlands";1673
"SBFFF";"SBM Offshore NV";"Energy";"Oil & Gas";18,48;"Netherlands";1343
"SBTB";"SBT Bancorp Inc";"Financial Services";"Banks";51,2;"USA";0
"SCPE";"SC Health Corp";"Financial Services";"Diversified Financial Services";15,84;"Singapore";220143
"SCPE.U";"SC Health Corp";"Financial Services";"Diversified Financial Services";17,61;"Singapore";1876
"SCPE.WS";"SC Health Corp";"Financial Services";"Diversified Financial Services";3,25;"Singapore";0
"SCNG";"SC Holdings Corp";"Energy";"Oil & Gas";0,04;"Hong Kong";28933
"SDNI";"Scandia Inc";"Consumer Defensive";"Retail - Defensive";0,07;"USA";139609
"SDOSF";"ScandiDos AB";"Healthcare";"Medical Devices & Instruments";0,49;"Sweden";0
"SNDVF";"Scandinavian Tobacco Group A/S";"Consumer Defensive";"Tobacco Products";20,55;"Denmark";400
"SKNVY";"Scandinavian Tobacco Group A/S";"Consumer Defensive";"Tobacco Products";11,45;"Denmark";0
"SCYYF";"Scandium International Mining Corp";"Basic Materials";"Metals & Mining";0,15;"USA";30382
"SVKBF";"Scania AB";"Industrials";"Transportation";29,85;"Sweden";0
"SCSC";"ScanSource Inc";"Technology";"Hardware";35,38;"USA";102495
"SVAFF";"Scanvec Amiable Ltd";"Technology";"Software";0,02;"USA";0
"STECF";"Scatec ASA";"Utilities";"Utilities - Independent Power Producers";27,4;"Norway";0
"SCEpG.PFD";"SCE Trust II";"Financial Services";"Asset Management";25,15;"USA";53365
"SCEpH.PFD";"SCE Trust III";"Financial Services";"Asset Management";25,98;"USA";17721
"SCEpJ.PFD";"SCE Trust IV";"Financial Services";"Capital Markets";25,07;"USA";30373
"SCEpK.PFD";"SCE Trust V";"Financial Services";"Asset Management";25,52;"USA";19678
"SCEEP.PFD";"SCE Trust VI";"Financial Services";"Asset Management";24,9;"USA";34648
"STGPF";"Scentre Group";"Real Estate";"REITs";1,78;"Australia";950
"BRZL";"Scepter Holdings Inc";"Consumer Defensive";"Consumer Packaged Goods";0,01;"USA";1165219
"SFFLY";"Schaeffler AG";"Consumer Cyclical";"Vehicles & Parts";8,6;"Germany";618
"SCFLF";"Schaeffler AG";"Consumer Cyclical";"Vehicles & Parts";8,69;"Germany";1645
"SVIN";"Scheid Vineyards Inc";"Consumer Defensive";"Beverages - Alcoholic";16,75;"USA";1022
"SBSNF";"Schibsted ASA";"Communication Services";"Media - Diversified";50;"Norway";0
"SBSNY";"Schibsted ASA";"Communication Services";"Media - Diversified";53,95;"Norway";122
"SBBTF";"Schibsted ASA";"Communication Services";"Media - Diversified";37,04;"Norway";0
"SHLRF";"Schindler Holding AG";"Industrials";"Industrial Products";305,75;"Switzerland";48
"SHLAF";"Schindler Holding AG";"Industrials";"Industrial Products";322,35;"Switzerland";6
"SLB";"Schlumberger Ltd";"Energy";"Oil & Gas";28,37;"USA";9895080
"SMIT";"Schmitt Industries Inc";"Technology";"Hardware";5,17;"USA";20714
"SBGSF";"Schneider Electric SE";"Industrials";"Industrial Products";179,05;"France";1252
"SBGSY";"Schneider Electric SE";"Industrials";"Industrial Products";35,72;"France";112110
"SNDR";"Schneider National Inc";"Industrials";"Transportation";22,99;"USA";503274
"SCHN";"Schnitzer Steel Industries Inc";"Basic Materials";"Steel";47,76;"USA";262320
"SBOEF";"Schoeller-Bleckmann Oilfield Equipment AG";"Energy";"Oil & Gas";36,15;"Austria";100
"SBOEY";"Schoeller-Bleckmann Oilfield Equipment AG";"Energy";"Oil & Gas";4,46;"Austria";0
"SCEDF";"Scholar Education Group";"Consumer Defensive";"Education";2,51;"China";0
"SRRK";"Scholar Rock Holding Corp";"Healthcare";"Biotechnology";39,42;"USA";197915
"SCHL";"Scholastic Corp";"Communication Services";"Media - Diversified";33,37;"USA";125031
"SCOO";"School Specialty Inc";"Consumer Cyclical";"Retail - Cyclical";0,02;"USA";16072
"SUWCF";"Schouw & Co A/S";"Industrials";"Conglomerates";76,01;"Denmark";0
"SJGFF";"Schroder Japan Growth Fund PLC";"Financial Services";"Asset Management";1,8;"UK";0
"SHNWY";"Schroders PLC";"Financial Services";"Asset Management";23,4;"UK";0
"SHNWF";"Schroders PLC";"Financial Services";"Asset Management";50,85;"UK";881
"SHRRF";"Schroders PLC";"Financial Services";"Asset Management";32,7;"UK";0
"SDGR";"Schrodinger Inc";"Healthcare";"Healthcare Providers & Services";59,34;"USA";581514
"SAMAU";"Schultze Special Purpose Acquisition Corp";"Financial Services";"Diversified Financial Services";15,89;"USA";0
"SAMA";"Schultze Special Purpose Acquisition Corp";"Financial Services";"Diversified Financial Services";12,75;"USA";0
"SCWTF";"Schweiter Technologies AG";"Industrials";"Industrial Products";1558;"Switzerland";11
"SWM";"Schweitzer-Mauduit International Inc";"Basic Materials";"Forest Products";37,87;"USA";102560
"SWZNF";"Schweizerische Nationalbank";"Financial Services";"Banks";5696;"Switzerland";5
"SCIA";"SCI Engineered Materials Inc";"Technology";"Semiconductors";3,25;"USA";8323
"SCLN";"SciClone Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";11,15;"USA";0
"ICLJY";"SciDev Ltd";"Basic Materials";"Chemicals";0,15;"Australia";0
"SAIC";"Science Applications International Corp";"Technology";"Software";84,6;"USA";280051
"SISPF";"Science in Sport PLC";"Consumer Defensive";"Consumer Packaged Goods";0,73;"UK";0
"SSAAW";"Science Strategic Acquisition Corp Alpha";"Financial Services";"Diversified Financial Services";0,77;"USA";0
"SSAA";"Science Strategic Acquisition Corp Alpha";"Financial Services";"Diversified Financial Services";9,68;"USA";20885
"SSAAU";"Science Strategic Acquisition Corp Alpha";"Financial Services";"Diversified Financial Services";9,85;"USA";64969
"BEUT";"Science to Consumers Inc";"Consumer Defensive";"Consumer Packaged Goods";0,03;"China";194094
"SJOYW";"Scienjoy Holding Corp";"Communication Services";"Media - Diversified";0,24;"China";0
