"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume"
"NLITU";"Northern Lights Acquisition Corp";"Financial Services";"Diversified Financial Services";10,09;"USA";0
"NLITW";"Northern Lights Acquisition Corp";"Financial Services";"Diversified Financial Services";0,43;"USA";0
"NLRCF";"Northern Lights Resources Corp";"Basic Materials";"Metals & Mining";0,03;"Canada";68743
"NLGCF";"Northern Lion Gold Corp";"Basic Materials";"Metals & Mining";0,5;"Canada";0
"NMEX";"Northern Minerals and Exploration Ltd";"Basic Materials";"Metals & Mining";0,19;"USA";14257
"NOURF";"Northern Minerals Ltd";"Basic Materials";"Metals & Mining";0,05;"Australia";71091
"NOG";"Northern Oil & Gas Inc";"Energy";"Oil & Gas";15,94;"USA";682254
"NSHRF";"Northern Shield Resources Inc";"Basic Materials";"Metals & Mining";0,05;"Canada";13033
"STIC.U";"Northern Star Acquisition Corp";"Financial Services";"Diversified Financial Services";12,19;"USA";18712
"STIC";"Northern Star Acquisition Corp";"Financial Services";"Diversified Financial Services";11,15;"USA";0
"NSBK";"Northern Star Financial Inc";"Financial Services";"Banks";0,01;"USA";28147
"NSTB";"Northern Star Investment Corp II";"Financial Services";"Diversified Financial Services";9,96;"USA";301941
"NSTB.U";"Northern Star Investment Corp II";"Financial Services";"Diversified Financial Services";10,31;"USA";85529
"NSTB.WS";"Northern Star Investment Corp II";"Financial Services";"Diversified Financial Services";1,25;"USA";0
"NSTC.WS";"Northern Star Investment Corp III";"Financial Services";"Diversified Financial Services";0,9;"USA";0
"NSTC";"Northern Star Investment Corp III";"Financial Services";"Diversified Financial Services";9,74;"USA";33799
"NSTC.U";"Northern Star Investment Corp III";"Financial Services";"Diversified Financial Services";9,78;"USA";128948
"NSTD";"Northern Star Investment Corp IV";"Financial Services";"Diversified Financial Services";9,65;"USA";77112
"NSTD.U";"Northern Star Investment Corp IV";"Financial Services";"Diversified Financial Services";9,85;"USA";140795
"NSTD.WS";"Northern Star Investment Corp IV";"Financial Services";"Diversified Financial Services";0,88;"USA";0
"NESRF";"Northern Star Resources Ltd";"Basic Materials";"Metals & Mining";7,03;"Australia";6850
"NSTYY";"Northern Star Resources Ltd";"Basic Materials";"Metals & Mining";8,4;"Australia";0
"LBEFF";"Northern Sun Mining Corp";"Basic Materials";"Metals & Mining";0,03;"Canada";0
"NSUPF";"Northern Superior Resources Inc";"Basic Materials";"Metals & Mining";0,83;"Canada";22481
"NTIC";"Northern Technologies International Corp";"Basic Materials";"Chemicals";16,5;"USA";11212
"NTRSO.PFD";"Northern Trust Corp";"Financial Services";"Asset Management";27,74;"USA";23719
"NTRSP.PFD";"Northern Trust Corp";"Financial Services";"Asset Management";25,01;"USA";66269
"NTRS";"Northern Trust Corp";"Financial Services";"Asset Management";118,38;"USA";645319
"NRUNF";"Northern Uranium Corp";"Energy";"Other Energy Sources";0,02;"Canada";88057
"NTVMF";"Northern Vertex Mining Corp";"Basic Materials";"Metals & Mining";0,05;"Canada";0
"NHVCF";"Northern Vertex Mining Corp";"Basic Materials";"Metals & Mining";0,23;"Canada";85747
"NFBK";"Northfield Bancorp Inc";"Financial Services";"Banks";16,88;"USA";172288
"NFPC";"Northfield Precision Instrument Corp";"Industrials";"Industrial Products";22,35;"USA";0
"NTCPF";"NorthIsle Copper and Gold Inc";"Basic Materials";"Metals & Mining";0,16;"Canada";8801
"NPIWF.PFD";"Northland Power Inc";"Utilities";"Utilities - Independent Power Producers";20,05;"Canada";642
"NPIFF";"Northland Power Inc";"Utilities";"Utilities - Independent Power Producers";33,12;"Canada";3608
"NOTQF";"Northquest Ltd";"Basic Materials";"Metals & Mining";0,19;"Canada";0
"NRIM";"Northrim BanCorp Inc";"Financial Services";"Banks";40,97;"USA";11877
"NOC";"Northrop Grumman Corp";"Industrials";"Aerospace & Defense";366,95;"USA";609664
"NASGF";"Northstar Aerospace";"Industrials";"Aerospace & Defense";0,22;"USA";0
"NHHS";"NorthStar Healthcare Income Inc";"Real Estate";"REITs";1,35;"USA";136907
"NRE";"NorthStar Realty Europe Corp";"Real Estate";"REITs";17,02;"USA";0
"NRFPRA.PFD";"NorthStar Realty Finance Corp";"Real Estate";"REITs";25,61;"USA";5711
"NRFPRD.PFD";"NorthStar Realty Finance Corp";"Real Estate";"REITs";25,65;"USA";40999
"NRFPRC.PFD";"NorthStar Realty Finance Corp";"Real Estate";"REITs";25,7;"USA";11138
"NRFPRE.PFD";"NorthStar Realty Finance Corp";"Real Estate";"REITs";25,95;"USA";23460
"NRFPRB.PFD";"NorthStar Realty Finance Corp";"Real Estate";"REITs";25,13;"USA";21985
"NUBC";"Northumberland Bancorp";"Financial Services";"Banks";38,5;"USA";1394
"NWYF";"Northway Financial Inc";"Financial Services";"Banks";31,9;"USA";2484
"NWRCF";"Northway Resources Corp";"Basic Materials";"Metals & Mining";0,51;"Canada";0
"NWBI";"Northwest Bancshares Inc";"Financial Services";"Banks";13;"USA";540287
"NWBO";"Northwest Biotherapeutics Inc";"Healthcare";"Biotechnology";1,27;"USA";1326037
"NWCCF";"Northwest Copper Corp";"Basic Materials";"Metals & Mining";0,5;"Canada";12741
"NWHUF";"Northwest Healthcare Properties Real Estate Invest";"Real Estate";"REITs";10,75;"Canada";3919
"NWN";"Northwest Natural Holding Co";"Utilities";"Utilities - Regulated";51,65;"USA";106026
"NWPX";"Northwest Pipe Co";"Industrials";"Industrial Products";25,85;"USA";43650
"NWE";"NorthWestern Corp";"Utilities";"Utilities - Regulated";63,6;"USA";226109
"NLOK";"NortonLifeLock Inc";"Technology";"Software";26,59;"USA";4790478
"XTERF";"Norvista Capital Corp";"Basic Materials";"Metals & Mining";0,1;"Canada";619
"NRYYY";"Norway Royal Salmon ASA";"Consumer Defensive";"Consumer Packaged Goods";10,9;"Norway";260
"NRYYF";"Norway Royal Salmon ASA";"Consumer Defensive";"Consumer Packaged Goods";24,25;"Norway";1299
"NWARF";"Norwegian Air Shuttle ASA";"Industrials";"Transportation";1,12;"Norway";60442
"NCLH";"Norwegian Cruise Line Holdings Ltd";"Consumer Cyclical";"Travel & Leisure";25,57;"USA";15480046
"NRWEF";"Norwegian Energy Co ASA";"Energy";"Oil & Gas";13,14;"Norway";0
"NWEGF";"Norwegian Finans Holding ASA";"Financial Services";"Banks";7,45;"Norway";0
"NRWGF";"Norwegian Property ASA";"Real Estate";"Real Estate";0,99;"Norway";0
"NWFL";"Norwood Financial Corp";"Financial Services";"Banks";25,7;"USA";10321
"NORZF";"NorZinc Ltd";"Basic Materials";"Metals & Mining";0,05;"Canada";63354
"ZONNF";"Nos Sgps SA";"Communication Services";"Telecommunication Services";6,27;"Portugal";0
"ZONMY";"Nos Sgps SA";"Communication Services";"Telecommunication Services";6,37;"Portugal";0
"NTSMF";"Nostrum Oil & Gas PLC";"Energy";"Oil & Gas";1,39;"UK";0
"NSTRY";"Nostrum Oil & Gas PLC";"Energy";"Oil & Gas";0,4;"UK";0
"NTFY";"Notify Technology Corp";"Technology";"Software";1;"USA";122
"NTOX";"Notox Technologies Corp";"Consumer Cyclical";"Travel & Leisure";0,51;"Canada";200
"NTEDY";"Notre Dame Intermedica Participacoes SA";"Healthcare";"Healthcare Plans";14,86;"Brazil";0
"NMG";"Nouveau Monde Graphite Inc";"Basic Materials";"Metals & Mining";6,41;"Canada";94520
"SAAX";"Nouveau Ventures Inc";"Consumer Cyclical";"Vehicles & Parts";0,04;"USA";4142
"NOV";"NOV Inc";"Energy";"Oil & Gas";13,19;"USA";4295758
"NVACF";"Nova Cannabis Inc";"Healthcare";"Healthcare Providers & Services";2,1;"Canada";2921
"ELXMY";"Nova Eye Medical Ltd";"Healthcare";"Medical Devices & Instruments";1,82;"Australia";0
"ELXMF";"Nova Eye Medical Ltd";"Healthcare";"Medical Devices & Instruments";0,26;"Australia";5700
"NVLPF";"Nova Leap Health Corp";"Healthcare";"Healthcare Providers & Services";0,56;"Canada";10875
"NVFY";"Nova Lifestyle Inc";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";2,26;"USA";971048
"NVMI";"Nova Ltd";"Technology";"Semiconductors";100,5;"Israel";69142
"NVAAF";"Nova Minerals Ltd";"Basic Materials";"Metals & Mining";0,09;"Australia";16302
"NOVRF";"Nova Royalty Corp";"Basic Materials";"Metals & Mining";2,61;"Canada";152510
"NTEI";"Nova Tech Enterprises Inc";"Consumer Defensive";"Beverages - Non-Alcoholic";0,28;"USA";882
"NOVVU";"Nova Vision Acquisition Corp";"Financial Services";"Diversified Financial Services";10,15;"Singapore";0
"NBY";"NovaBay Pharmaceuticals Inc";"Healthcare";"Biotechnology";0,67;"USA";2414343
"XSNX";"Novaccess Global Inc";"Healthcare";"Biotechnology";0,56;"USA";9324
"NVYTF";"Novacyt SA";"Healthcare";"Medical Diagnostics & Research";5,35;"UK";100
"NVDL";"NovaDel Pharma Inc";"Healthcare";"Drug Manufacturers";0,01;"USA";0
"NVGT";"Novagant Corp";"Technology";"Hardware";0,04;"USA";18544
"NOVZ";"Novagen Ingenium Inc";"Consumer Cyclical";"Vehicles & Parts";32,2;"USA";0
"NG";"Novagold Resources Inc";"Basic Materials";"Metals & Mining";7,2;"USA";673857
"NVMDF";"Novamind Inc";"Healthcare";"Healthcare Providers & Services";0,65;"Canada";6227
"NOVNW";"Novan Inc";"Healthcare";"Biotechnology";0,1;"USA";0
"NOVN";"Novan Inc";"Healthcare";"Biotechnology";9,74;"USA";656690
"NOVT";"Novanta Inc";"Technology";"Hardware";151,74;"Canada";81476
"NVS";"Novartis AG";"Healthcare";"Drug Manufacturers";93;"Switzerland";1829314
"NVSEF";"Novartis AG";"Healthcare";"Drug Manufacturers";93,81;"Switzerland";33332
"NOVKY";"NOVATEK PJSC";"Energy";"Oil & Gas";225;"Russia";24
"NSTKF";"NOVATEK PJSC";"Energy";"Oil & Gas";22,29;"Russia";0
"NOVC";"Novation Companies Inc";"Healthcare";"Healthcare Providers & Services";0,06;"USA";192268
"NVAX";"Novavax Inc";"Healthcare";"Biotechnology";242,08;"USA";5283642
"NVLNF";"Novelion Therapeutics Inc";"Healthcare";"Biotechnology";0,7;"Canada";0
"NSTM";"NovelStem International Corp";"Healthcare";"Medical Diagnostics & Research";0,2;"USA";11503
"NVNT";"Novint Technologies Inc";"Communication Services";"Interactive Media";0,12;"USA";64544
"NVOS";"Novo Integrated Sciences Inc";"Healthcare";"Healthcare Providers & Services";1,89;"USA";137999
"NVO";"Novo Nordisk A/S";"Healthcare";"Biotechnology";100,14;"Denmark";1099756
"NONOF";"Novo Nordisk A/S";"Healthcare";"Biotechnology";100;"Denmark";6588
"NSRPF";"Novo Resources Corp";"Basic Materials";"Metals & Mining";1,48;"Canada";126558
"NVOOF";"Novo Resources Corp";"Basic Materials";"Metals & Mining";0,4;"Canada";0
"PFRCF";"Novoheart Holdings Inc";"Healthcare";"Biotechnology";0,27;"Canada";0
"NISQY";"Novolipetsk Steel PJSC";"Basic Materials";"Steel";6,1;"Russia";0
"NVNXF";"NOVONIX Ltd";"Industrials";"Industrial Products";3,36;"Australia";604693
"NVSKL";"Novorossiysk Commercial Sea Port PJSC";"Industrials";"Transportation";12,95;"Russia";0
"NVZMF";"Novozymes A/S";"Basic Materials";"Chemicals";81,26;"Denmark";613
"NVZMY";"Novozymes A/S";"Basic Materials";"Chemicals";80,77;"Denmark";6989
"NVRVF";"Novra Technologies Inc";"Technology";"Hardware";0,12;"Canada";38565
"NVTP";"NOVT Corp";"Healthcare";"Medical Distribution";450,25;"USA";0
"NDEV";"Novus Acquisition & Development Corp";"Financial Services";"Insurance";0,07;"USA";78038
"NOVSU";"Novus Capital Corp";"Financial Services";"Diversified Financial Services";35,75;"USA";0
"NOVS";"Novus Capital Corp";"Financial Services";"Diversified Financial Services";24,95;"USA";0
"NXU.WS";"Novus Capital Corp II";"Financial Services";"Diversified Financial Services";0,9;"USA";0
"NXU";"Novus Capital Corp II";"Financial Services";"Diversified Financial Services";9,65;"USA";270382
"NXU.U";"Novus Capital Corp II";"Financial Services";"Diversified Financial Services";9,9;"USA";80387
"NRBT";"Novus Robotics Inc";"Industrials";"Industrial Products";0,13;"Canada";28413
"DNOW";"NOW Inc";"Energy";"Oil & Gas";7,7;"USA";678840
"NWAU";"NowAuto Inc";"Consumer Cyclical";"Vehicles & Parts";0,01;"USA";44421
"NDMT";"Nownews Digital Media Technology Co Ltd";"Communication Services";"Interactive Media";0,1;"Taiwan";253
"NOTR";"Nowtransit Inc";"Financial Services";"Diversified Financial Services";3,22;"UK";1800
"NOXL";"Noxel Corp";"Real Estate";"Real Estate";0,06;"USA";16498
"NOXOF";"Noxopharm Ltd";"Healthcare";"Biotechnology";0,6;"Australia";1000
"NQMIY";"NQ Minerals PLC";"Basic Materials";"Metals & Mining";70;"Australia";0
"NQMLF";"NQ Minerals PLC";"Basic Materials";"Metals & Mining";0,02;"Australia";20337
"NRG";"NRG Energy Inc";"Utilities";"Utilities - Independent Power Producers";45,3;"USA";2046361
"NRJGF";"Nrj Group";"Communication Services";"Media - Diversified";7,85;"France";0
"NRPI";"NRP Stone Inc";"Consumer Cyclical";"Retail - Cyclical";0,05;"USA";244158
"NRWWF";"NRW Holdings Ltd";"Industrials";"Construction";0,15;"Australia";0
"NRXPW";"NRX Pharmaceuticals Inc";"Healthcare";"Biotechnology";7,3;"USA";0
"NRXP";"NRX Pharmaceuticals Inc";"Healthcare";"Biotechnology";15,27;"USA";7006087
"NSSXF";"NS Solutions Corp";"Technology";"Software";28,21;"Japan";0
"NSGDF";"NSGold Corp";"Basic Materials";"Metals & Mining";0,18;"Canada";4750
"NSI";"NSI NV";"Real Estate";"REITs";40,85;"Netherlands";0
"NSJU";"NSJ-US Co Ltd";"Industrials";"Business Services";0,15;"Japan";0
"NPSKY";"NSK Ltd";"Consumer Cyclical";"Vehicles & Parts";13,55;"Japan";3671
"NPSKF";"NSK Ltd";"Consumer Cyclical";"Vehicles & Parts";8,2;"Japan";900
"NSARP.PFD";"NSTAR Electric Co";"Utilities";"Utilities - Regulated";102;"USA";587
"NSARO.PFD";"NSTAR Electric Co";"Utilities";"Utilities - Regulated";105,9;"USA";393
"NYWKF";"NTG Clarity Networks Inc";"Technology";"Software";0,03;"Canada";17850
"NEUSF";"NTG Nordic Transport Group A/S";"Industrials";"Transportation";0,38;"Denmark";0
"NTN";"NTN Buzztime Inc";"Communication Services";"Media - Diversified";5,4;"USA";0
"NTDTY";"NTT Data Corp";"Technology";"Software";17,09;"Japan";1153
"NTDMF";"NTT DOCOMO Inc";"Communication Services";"Telecommunication Services";37,45;"Japan";0
"NTUBF";"NTT Urban Development Corp";"Real Estate";"Real Estate";9,4;"Japan";0
"NUEC";"Nu Earth Corp";"Basic Materials";"Chemicals";0,01;"USA";376312
"NUS";"Nu Skin Enterprises Inc";"Consumer Defensive";"Consumer Packaged Goods";50,25;"USA";325184
"NUMD";"Nu-Med Plus Inc";"Healthcare";"Medical Devices & Instruments";0,07;"USA";18761
"NUAN";"Nuance Communications Inc";"Technology";"Software";55,07;"USA";3070075
"NBVAF";"Nubeva Technologies Ltd";"Technology";"Software";0,88;"Canada";8020
"NBRFF";"Nubian Resources Ltd";"Basic Materials";"Metals & Mining";0,27;"Canada";7068
"NCNA";"NuCana PLC";"Healthcare";"Biotechnology";2,53;"UK";364483
"NUE";"Nucor Corp";"Basic Materials";"Steel";116,97;"USA";3242545
"NFRMY";"Nufarm Ltd";"Basic Materials";"Agriculture";3,82;"Australia";0
"NUFMF";"Nufarm Ltd";"Basic Materials";"Agriculture";3,23;"Australia";160
"NFTGF";"NuFlare Technology Inc";"Technology";"Semiconductors";108,8;"Japan";0
"NUGN";"NuGene International Inc";"Consumer Defensive";"Consumer Packaged Goods";0,01;"USA";258188
"NUGX";"NuGenerex Immuno-Oncology Inc";"Healthcare";"Biotechnology";0,5;"USA";3511
"NUGL";"NUGL Inc";"Communication Services";"Interactive Media";0,04;"USA";60852
"NHCIF";"Nuh Cimento Sanayii AS";"Basic Materials";"Building Materials";1,21;"Turkey";0
"NUHRF";"Nuheara Ltd";"Technology";"Hardware";0,03;"Australia";51033
"NWIFF";"Nuinsco Resources Ltd";"Basic Materials";"Metals & Mining";0,02;"Canada";234685
"NXLLF";"Nuix Ltd";"Technology";"Software";2,17;"Australia";1638
"NUKK";"Nukkleus Inc";"Technology";"Software";0,17;"USA";165696
"NULGF";"NuLegacy Gold Corp";"Basic Materials";"Metals & Mining";0,05;"Canada";542269
"LKYSF";"Numinus Wellness Inc";"Basic Materials";"Metals & Mining";0,68;"Canada";0
"NMNSF";"Numinus Wellness Inc";"Healthcare";"Healthcare Providers & Services";0,22;"Canada";0
"NUNZ";"Nunzia Pharmaceutical Corp";"Healthcare";"Drug Manufacturers";3,7;"USA";1041
"AURX";"Nuo Therapeutics Inc";"Healthcare";"Biotechnology";0,23;"USA";44167
"NLAB";"NuOncology Labs Inc";"Healthcare";"Medical Diagnostics & Research";0,02;"USA";59476
"NQST";"Nuquest Inc";"Communication Services";"Interactive Media";0,05;"USA";0
"NRRWF";"Nuran Wireless Inc";"Technology";"Hardware";1,58;"Canada";3115
"AVOZ";"Nurish.Me Inc";"Consumer Defensive";"Consumer Packaged Goods";0,01;"USA";169298
"NRIX";"Nurix Therapeutics Inc";"Healthcare";"Biotechnology";32,94;"USA";425994
"NRNMF";"Nurminen Logistics Oyj";"Industrials";"Transportation";1,79;"Finland";0
"NSpC.PFD";"NuStar Energy LP";"Energy";"Oil & Gas";25,25;"USA";22104
"NSpA.PFD";"NuStar Energy LP";"Energy";"Oil & Gas";24,98;"USA";32975
"NSpB.PFD";"NuStar Energy LP";"Energy";"Oil & Gas";22,17;"USA";51892
"NS";"NuStar Energy LP";"Energy";"Oil & Gas";16,73;"USA";426957
"NTNX";"Nutanix Inc";"Technology";"Software";36,69;"USA";1813534
"NUTR";"Nutraceutical International Corp";"Consumer Defensive";"Consumer Packaged Goods";41,8;"USA";0
"NLBS";"NutraLife Biosciences Inc";"Healthcare";"Drug Manufacturers";0,09;"USA";39787
"NUIN";"Nutrastar International Inc";"Healthcare";"Drug Manufacturers";0,01;"China";0
"NRPR";"Nutri Pharmaceuticals Research Inc";"Consumer Defensive";"Consumer Packaged Goods";0,02;"USA";19674
"NTRB";"Nutriband Inc";"Healthcare";"Biotechnology";10;"USA";1289
"NTR";"Nutrien Ltd";"Basic Materials";"Agriculture";60,77;"Canada";1452884
"LVIFF";"NutryFarm International Ltd";"Consumer Defensive";"Consumer Packaged Goods";0,05;"Hong Kong";0
"NUVL";"Nuvalent Inc";"Healthcare";"Biotechnology";33,66;"USA";247549
"NUVA";"NuVasive Inc";"Healthcare";"Medical Devices & Instruments";60,74;"USA";612234
"NUVB.WS";"Nuvation Bio Inc";"Healthcare";"Biotechnology";2,65;"USA";0
"NUVB";"Nuvation Bio Inc";"Healthcare";"Biotechnology";9,26;"USA";468647
"NVTRQ";"Nuvectra Corp";"Healthcare";"Medical Devices & Instruments";0,02;"USA";0
"JMLP";"Nuveen All Cap Energy MLP Opportunities Fund";"Financial Services";"Asset Management";1,11;"USA";113239
"NVG";"Nuveen AMT-Free Municipal Credit Income Fund";"Financial Services";"Asset Management";18,22;"USA";228299
"NEA";"Nuveen AMT-Free Municipal Income Fund";"Financial Services";"Asset Management";15,88;"USA";383318
"NUW";"Nuveen AMT-Free Municipal Value Fund";"Financial Services";"Asset Management";17,31;"USA";23714
"NAZ";"Nuveen Arizona Quality Municipal Income Fund";"Financial Services";"Asset Management";16,1;"USA";11447
"NBD";"Nuveen Build America Oppurtunity Fund";"Financial Services";"Asset Management";20,35;"USA";7365
"NVX";"Nuveen CA Dividend Advantage Muni Fund 2";"Financial Services";"Asset Management";14,95;"USA";0
"NCB";"Nuveen CA Municipal Value Fund 2";"Financial Services";"Asset Management";15,05;"USA";0
"NXC";"Nuveen CA Select Tax Free Income Port";"Financial Services";"Asset Management";16,36;"USA";7392
"NKX";"Nuveen California AMT-Free Quality Municipal Incom";"Financial Services";"Asset Management";16,53;"USA";55562
"NZH";"Nuveen California Dividend Advantage Municipal Fun";"Financial Services";"Asset Management";13,82;"USA";0
"NCA";"Nuveen California Municipal Value Fund Inc";"Financial Services";"Asset Management";10,68;"USA";37957
"NAC";"Nuveen California Quality Municipal Income Fund";"Financial Services";"Asset Management";15,96;"USA";126681
"NTC";"NUVEEN CONNECTICUT QUALITY MUNICIPAL INCOME FUND";"Financial Services";"Asset Management";12,04;"USA";59242
"JCE";"Nuveen Core Equity Alpha Fund";"Financial Services";"Asset Management";17,07;"USA";55443
"JCO";"Nuveen Credit Opportunities 2022 Target Term Fund";"Financial Services";"Asset Management";8,24;"USA";40203
"JQC";"Nuveen Credit Strategies Income Fund";"Financial Services";"Asset Management";6,5;"USA";951065
"CFD";"Nuveen Diversified Commodity Fund";"Financial Services";"Capital Markets";9,67;"USA";0
"JDD";"Nuveen Diversified Dividend & Income Fund";"Financial Services";"Asset Management";10,79;"USA";35064
"NXZ";"Nuveen Dividend Advantage Muni Fund 2";"Financial Services";"Asset Management";14,96;"USA";0
"DIAX";"Nuveen Dow 30sm Dynamic Overwrite Fund";"Financial Services";"Asset Management";17,52;"USA";75055
"NDMO";"Nuveen Dynamic Municipal Opportunities";"Financial Services";"Asset Management";16,57;"USA";117581
"JEMD";"Nuveen Emerging Markets Debt 2022 Target Term Fund";"Financial Services";"Asset Management";8,13;"USA";24749
"JMF";"Nuveen Energy MLP Total Return Fund";"Financial Services";"Asset Management";1,43;"USA";353070
"NEV";"Nuveen Enhanced Municipal Value Fund";"Financial Services";"Asset Management";17,01;"USA";29709
"JFR";"Nuveen Floating Rate Income Fund";"Financial Services";"Asset Management";10;"USA";293036
"JRO";"Nuveen Floating Rate Income Opp Fd";"Financial Services";"Asset Management";9,97;"USA";212598
"NKG";"Nuveen Georgia Quality Municipal Income Fund";"Financial Services";"Asset Management";13,84;"USA";10101
"JGH";"Nuveen Global High Income Fund";"Financial Services";"Asset Management";16,18;"USA";58076
"JHY";"Nuveen High Income 2020 Target Term Fund";"Financial Services";"Asset Management";9,52;"USA";0
"JHAA";"Nuveen High Income 2023 Target Term Fund";"Financial Services";"Asset Management";9,97;"USA";13480
"JHA";"Nuveen High Income Dec 2018 Target Term";"Financial Services";"Asset Management";9,94;"USA";41376
"JHD";"Nuveen High Income Dec 2019 Target Term Fund";"Financial Services";"Asset Management";9,9;"USA";45494
"JHB";"Nuveen High Income Nov 2021 Target Term Fund";"Financial Services";"Asset Management";9,38;"USA";117967
"NIQ";"Nuveen Inter Dur Quality Muni Term Fund";"Financial Services";"Asset Management";14,97;"USA";18874
"NID";"Nuveen Intermediate Dur Muni Term Fund";"Financial Services";"Asset Management";14,85;"USA";65308
"CTF";"Nuveen Long/Short Commodity TR Fund";"Financial Services";"Asset Management";13,98;"USA";0
"NMY";"Nuveen Maryland Quality Municipal Income Fund";"Financial Services";"Asset Management";14,3;"USA";0
"NMT";"Nuveen Massachusetts Quality Municipal Income Fund";"Financial Services";"Asset Management";15,18;"USA";8352
"NUM";"Nuveen MI Quality Income Muni Fund Inc";"Financial Services";"Asset Management";15,1;"USA";0
"NMS";"Nuveen Minnesota Quality Municipal Income Fund";"Financial Services";"Asset Management";15,99;"USA";6834
"NOM";"Nuveen Missouri Quality Municipal Income Fund";"Financial Services";"Asset Management";16,24;"USA";2029
"JLS";"Nuveen Mortgage And Income Fund";"Financial Services";"Asset Management";20,96;"USA";11886
"JMT";"Nuveen Mortgage Opportunity Term Fund 2";"Financial Services";"Asset Management";22,05;"USA";12629
"JMM";"Nuveen Multi-Market Income Fund";"Financial Services";"Asset Management";7,4;"USA";6331
"NHA";"Nuveen Municipal 2021 Target Term Fund";"Financial Services";"Asset Management";9,69;"USA";0
"NZF";"Nuveen Municipal Credit Income Fund";"Financial Services";"Asset Management";17,44;"USA";132491
"NMCO";"Nuveen Municipal Credit Opps Fund";"Financial Services";"Asset Management";15,77;"USA";123350
"NMZ";"Nuveen Municipal High Income Opp Fund";"Financial Services";"Asset Management";15,35;"USA";308959
"NMI";"Nuveen Municipal Income Fund Inc";"Financial Services";"Asset Management";11,86;"USA";13724
"NUV";"Nuveen Municipal Value Fund Inc";"Financial Services";"Asset Management";11,73;"USA";215320
"QQQX";"Nuveen NASDAQ 100 Dynamic Overwrite Fund";"Financial Services";"Asset Management";30,25;"USA";83822
"NXJ";"Nuveen New Jersey Quality Municipal Income Fund";"Financial Services";"Asset Management";15,64;"USA";43873
"NRK";"Nuveen New York AMT-Free Quality Municipal Income";"Financial Services";"Asset Management";14,2;"USA";96992
"NNY";"Nuveen New York Municipal Value Fund Inc";"Financial Services";"Asset Management";10,21;"USA";26597
"NAN";"Nuveen New York Quality Municipal Income Fund";"Financial Services";"Asset Management";15,24;"USA";38882
"NJV";"Nuveen NJ Municipal Value Fund";"Financial Services";"Asset Management";14,52;"USA";0
"NNC";"Nuveen North Carolina Quality Municipal Income Fun";"Financial Services";"Asset Management";13,66;"USA";42263
"NYV";"Nuveen NY Municipal Value Fund 2";"Financial Services";"Asset Management";15,04;"USA";0
"NXN";"Nuveen NY Select Tax-Free Income Port";"Financial Services";"Asset Management";14,43;"USA";4206
"NUO";"Nuveen Ohio Quality Municipal Income Fund";"Financial Services";"Asset Management";16,45;"USA";14166
"NPN";"Nuveen Pennsylvania Municipal Value Fund";"Financial Services";"Asset Management";14,04;"USA";0
"NQP";"Nuveen Pennsylvania Quality Municipal Income Fund";"Financial Services";"Asset Management";15,1;"USA";37807
"JPC";"Nuveen Preferred & Income Opportunities Fund";"Financial Services";"Asset Management";10,02;"USA";183925
"JPS";"Nuveen Preferred & Income Securities Fund";"Financial Services";"Asset Management";9,99;"USA";309465
"JPT";"Nuveen Preferred and Income 2022 Term";"Financial Services";"Asset Management";25;"USA";9955
"JPI";"Nuveen Preferred and Income Term Fund";"Financial Services";"Asset Management";25,5;"USA";26415
"NAD";"Nuveen Quality Municipal Income Fund";"Financial Services";"Asset Management";16,26;"USA";347707
"JRI";"Nuveen Real Asset Income and Growth Fund";"Financial Services";"Asset Management";16,04;"USA";69927
"JRS";"Nuveen Real Estate Income Fund";"Financial Services";"Asset Management";11,41;"USA";68490
"BXMX";"Nuveen S&P 500 Buy-Write Income Fund";"Financial Services";"Asset Management";14,94;"USA";141067
"SPXX";"Nuveen S&P 500 Dynamic Overwrite Fund";"Financial Services";"Asset Management";18,18;"USA";34226
"NIM";"Nuveen Select Maturities Municipal Fund";"Financial Services";"Asset Management";10,88;"USA";14556
"NXQ";"Nuveen Select Tax Free Income Port 2";"Financial Services";"Asset Management";15,96;"USA";22815
"NXR";"Nuveen Select Tax Free Income Port 3";"Financial Services";"Asset Management";18,05;"USA";15593
"NXP";"Nuveen Select Tax Free Income Portfolio";"Financial Services";"Asset Management";17,38;"USA";24036
"NSL";"Nuveen Senior Income Fund";"Financial Services";"Asset Management";5,84;"USA";406954
"JSD";"Nuveen Short Duration Credit Opps";"Financial Services";"Asset Management";15;"USA";41873
"JTA";"Nuveen Tax Advantaged Total Ret Strat Fd";"Financial Services";"Asset Management";11,69;"USA";33302
"JTD";"Nuveen Tax-advantaged Dividend Gr Fund";"Financial Services";"Asset Management";16,62;"USA";28114
"NBB";"Nuveen Taxable Municipal Income Fund";"Financial Services";"Asset Management";23,37;"USA";53740
"NTX";"Nuveen Texas Quality Income Muni Fund";"Financial Services";"Asset Management";14,64;"USA";14727
"NPV";"Nuveen Virginia Quality Municipal Income Fund";"Financial Services";"Asset Management";17,5;"USA";14953
"NUVCF";"Nuvei Corp";"Technology";"Software";128,22;"Canada";2945
"NUVR";"Nuvera Communications Inc";"Communication Services";"Telecommunication Services";23,25;"USA";2376
"NES";"Nuverra Environmental Solutions Inc";"Industrials";"Waste Management";2,27;"USA";12430
