"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume";"EPS_TTM";"EPS_2016";"EPS_2017";"EPS_2018";"EPS_2019";"EPS_2020";"EPS_2021"
"CHFHY";"China Foods Ltd";"Consumer Defensive";"Beverages - Non-Alcoholic";"6,37";"Hong Kong";110;"0,63";"0.46";"1.69";"0.33";"0.43";"0.55";NA
"CHGCF";"Chugai Pharmaceutical Co Ltd";"Healthcare";"Drug Manufacturers";"38,8";"Japan";393;"1,31";"0.28";"0.39";"0.50";"0.88";"1.26";NA
"CHGG";"Chegg Inc";"Consumer Defensive";"Education";"83,16";"USA";1065974;"-0,4";"-0.47";"-0.20";"-0.13";"-0.08";"-0.05";NA
"CHH";"Choice Hotels International Inc";"Consumer Cyclical";"Travel & Leisure";"119,97";"USA";168953;"2,33";"1.89";"2.15";"3.80";"3.98";"1.35";NA
"CHHHF";"CareRx Corp";"Healthcare";"Healthcare Providers & Services";"5,38";"Canada";192;"-0,68";"-1.80";"0.16";"-2.53";"-2.03";"-0.70";NA
"CHJTF";"CSPC Pharmaceutical Group Ltd";"Healthcare";"Drug Manufacturers";"1,42";"China";78277;"0,06";"0.02";"0.03";"0.04";"0.04";"0.07";NA
"CHK";"Chesapeake Energy Corp";"Energy";"Oil & Gas";"54,79";"USA";1106088;"-122,93";"-1,286.00";"-140.00";"29.26";"-49.97";"-998.26";NA
"CHKGF";"CK Asset Holdings Ltd";"Real Estate";"Real Estate";"6,69";"Hong Kong";9824;"0,64";"0.65";"1.03";"1.39";"1.01";"0.57";NA
"CHKP";"Check Point Software Technologies Ltd";"Technology";"Software";"126,64";"Israel";895532;"6,08";"4.18";"4.82";"5.15";"5.43";"5.96";NA
"CHLLF";"China Literature Ltd";"Communication Services";"Interactive Media";"9";"China";217;"-0,01";"-0.01";"0.11";"0.15";"0.16";"-0.69";NA
"CHMG";"Chemung Financial Corp";"Financial Services";"Banks";"45,69";"USA";8597;"5,14";"2.11";"1.55";"4.06";"3.21";"4.01";NA
"CHMI";"Cherry Hill Mortgage Investment Corp";"Real Estate";"REITs";"9,02";"USA";182733;"0,45";"3.30";"3.98";"1.95";"-3.53";"-3.67";NA
"CHMX";"Next-ChemX Corp";"Industrials";"Business Services";"9,01";"USA";192;"0,01";"-0.01";NA;"-0.01";"-0.02";"0.04";NA
"CHNR";"China Natural Resources Inc";"Basic Materials";"Metals & Mining";"1,23";"Hong Kong";262729;"0,14";"-0.13";"-0.18";"-0.04";"-0.03";"0.14";NA
"CHPGF";"Chesapeake Gold Corp";"Basic Materials";"Metals & Mining";"3,33";"Canada";12097;"-0,06";"-0.08";"-0.04";"-0.07";"-0.03";"-0.02";NA
"CHPXF";"China Pacific Insurance (Group) Co Ltd";"Financial Services";"Insurance";"3,15";"China";3000;"0,44";"0.19";"0.25";"0.29";"0.44";"0.40";NA
"CHRA";"Charah Solutions Inc";"Industrials";"Waste Management";"4,65";"USA";45765;"-1,71";"0.96";"0.61";"-0.33";"-1.43";"-2.02";NA
"CHRRF";"Chorus Aviation Inc";"Industrials";"Transportation";"3,29";"Canada";3502;"0,04";"0.67";"1.04";"0.36";"0.64";"0.20";NA
"CHRS";"Coherus BioSciences Inc";"Healthcare";"Biotechnology";"15,84";"USA";630106;"-2,32";"-3.04";"-4.48";"-3.22";"1.23";"1.62";NA
"CHRW";"C.H. Robinson Worldwide Inc";"Industrials";"Transportation";"90,76";"USA";1004313;"4,8";"3.59";"3.57";"4.73";"4.19";"3.72";NA
"CHSTY";"China High Speed Transmission Equipment Group Co L";"Industrials";"Industrial Products";"15,83";"China";167;"1,91";"2.45";"1.05";"0.47";"0.96";"1.97";NA
"CHSYF";"China Medical System Holdings Ltd";"Healthcare";"Drug Manufacturers";"2,15";"Hong Kong";3800;"0,18";"0.08";"0.10";"0.11";"0.11";"0.16";NA
"CHT";"Chunghwa Telecom Co Ltd";"Communication Services";"Telecommunication Services";"40,15";"Taiwan";114762;"1,56";"1.63";"1.68";"1.57";"1.40";"1.53";NA
"CHTH";"CNL Healthcare Properties Inc";"Real Estate";"REITs";"4,62";"USA";91545;"-0,02";"-0.18";"-0.15";"-0.15";"2.02";"0.02";NA
"CHTR";"Charter Communications Inc";"Communication Services";"Media - Diversified";"814,2";"USA";795781;"19,35";"15.94";"34.09";"5.22";"7.45";"15.40";NA
"CHUY";"Chuy's Holdings Inc";"Consumer Cyclical";"Restaurants";"31,75";"USA";94730;"1,13";"1.02";"1.70";"0.32";"0.37";"-0.18";NA
"CHVKF";"China Vanke Co Ltd";"Real Estate";"Real Estate";"3";"China";168456;"0,53";"0.28";"0.39";"0.45";"0.50";"0.55";NA
"CHWWF";"Chesswood Group Ltd";"Financial Services";"Credit Services";"9,08";"Canada";1749;"1,03";"1.00";"1.07";"0.93";"0.54";"-0.38";NA
"CHWY";"Chewy Inc";"Consumer Cyclical";"Retail - Cyclical";"90,1";"USA";2848738;"0,02";"-0.27";NA;"-1.77";"-0.68";"-0.63";-0,23
"CHX";"ChampionX Corp";"Energy";"Oil & Gas";"23,58";"USA";960831;"0,06";"-0.16";"1.39";"1.19";"0.67";"-5.01";NA
"CHYHY";"Chr. Hansen Holding A/S";"Basic Materials";"Chemicals";"23,29";"Denmark";17365;"1,93";"0.39";"0.50";"0.50";"0.53";"0.55";NA
"CI";"Cigna Corp";"Healthcare";"Healthcare Plans";"207,47";"USA";2066138;"22,63";"7.19";"8.77";"10.54";"13.44";"22.96";NA
"CIA";"Citizens Inc";"Financial Services";"Insurance";"5,89";"USA";64884;"-0,1";"0.04";"-0.77";"-0.22";"-0.03";"-0.22";NA
"CIADF";"China Mengniu Dairy Co Ltd";"Consumer Defensive";"Consumer Packaged Goods";"5,72";"Hong Kong";500;"0,13";"-0.03";"0.08";"0.11";"0.15";"0.14";NA
"CIB";"BanColombia SA";"Financial Services";"Banks";"33,04";"Colombia";220278;"1,61";"3.96";"3.69";"3.50";"3.76";"0.39";NA
"CIBEY";"Commercial International Bank (Egypt) SAE";"Financial Services";"Banks";"3,05";"Egypt";109395;"0,33";"0.17";"0.22";"0.28";"0.34";"0.30";NA
"CIBH";"CIB Marine Bancshares Inc";"Financial Services";"Banks";"29,25";"USA";833;"4,22";"1.65";"11.10";"2.25";"1.08";"3.79";NA
"CICHY";"China Construction Bank Corp";"Financial Services";"Banks";"14,25";"China";128719;"3,41";"2.66";"2.91";"2.91";"2.99";"3.24";NA
"CICOF";"COSCO SHIPPING Holdings Co Ltd";"Industrials";"Transportation";"2,01";"China";17156;"0,44";"-0.11";"0.03";"0.01";"0.06";"0.10";NA
"CIEN";"Ciena Corp";"Technology";"Hardware";"57,24";"USA";1109833;"2,95";"0.51";"7.53";"-2.49";"1.61";"2.32";NA
"CIG";"Energy Company of Minas Gerais";"Utilities";"Utilities - Regulated";"2,52";"Brazil";4666471;"0,16";"0.02";"0.10";"0.24";"0.41";"0.30";NA
"CIGI";"Colliers International Group Inc";"Real Estate";"Real Estate";"137,59";"Canada";62517;"-9,1";"1.75";"1.31";"2.45";"2.57";"1.22";NA
"CIH";"China Index Holdings Ltd";"Technology";"Software";"1,52";"China";39383;"0,48";"0.17";"0.20";"0.25";"0.39";"0.50";NA
"CIHHF";"China Merchants Bank Co Ltd";"Financial Services";"Banks";"8,54";"China";2179;"0,64";"0.36";"0.42";"0.46";"0.52";"0.58";NA
"CIIHF";"CITIC Securities Co Ltd";"Financial Services";"Capital Markets";"2,5";"Hong Kong";61381;"0,21";"0.12";"0.14";"0.11";"0.14";"0.18";NA
"CIIT";"Tianci International Inc";"Financial Services";"Diversified Financial Services";"2,1";"Malaysia";4228;"-0,03";"-1.02";"0.02";"-0.02";"-0.02";"-0.01";NA
"CIK";"Credit Suisse Asset Mgmt Income Fund Inc";"Financial Services";"Asset Management";"3,51";"USA";1307828;"0,7";"0.53";"0.36";"-0.10";"0.54";"0.21";NA
"CILJF";"China Life Insurance Co Ltd";"Financial Services";"Insurance";"1,7";"China";3762;"0,33";"0.10";"0.17";"0.06";"0.29";"0.27";NA
"CIM";"Chimera Investment Corp";"Real Estate";"REITs";"15,18";"USA";1661357;"3,08";"2.92";"2.61";"1.96";"1.81";"0.07";NA
"CINF";"Cincinnati Financial Corp";"Financial Services";"Insurance";"122,95";"USA";434619;"17,59";"3.55";"6.29";"1.75";"12.10";"7.49";NA
"CINR";"Ciner Resources LP";"Basic Materials";"Chemicals";"12,61";"USA";12061;"0,68";"2.08";"2.07";"2.48";"2.46";"0.58";NA
"CIO";"City Office REIT Inc";"Real Estate";"REITs";"15,98";"Canada";434434;"1,06";"-0.13";"-0.05";"0.82";"-0.13";"-0.06";NA
"CIR";"Circor International Inc";"Industrials";"Industrial Products";"35,7";"USA";85970;"-4,75";"0.61";"0.70";"-1.99";"-6.73";"-9.28";NA
"CIT";"CIT Group Inc";"Financial Services";"Banks";"55,01";"USA";639298;"5,98";"-4.20";"2.80";"3.61";"5.27";"-6.57";NA
"CIVB";"Civista Bancshares Inc";"Financial Services";"Banks";"23,13";"USA";37951;"2,39";"1.57";"1.28";"1.02";"2.01";"2.00";NA
"CIX";"Compx International Inc";"Industrials";"Business Services";"21,69";"USA";9602;"1,07";"0.84";"1.06";"1.23";"1.29";"0.83";NA
"CIXX";"CI Financial Corp";"Financial Services";"Asset Management";"19,38";"Canada";38432;"1,79";"1.39";"1.63";"1.77";"1.74";"1.73";NA
"CIZN";"Citizens Holding Co";"Financial Services";"Banks";"17,69";"USA";4177;"1,45";"1.38";"0.76";"1.36";"1.17";"1.24";NA
"CJREF";"Corus Entertainment Inc";"Communication Services";"Media - Diversified";"4,92";"Canada";5350;"0,68";"0.74";"0.75";"-2.89";"0.56";"-2.25";NA
"CKHUF";"CK Hutchison Holdings Ltd";"Industrials";"Conglomerates";"7,39";"Hong Kong";12972;"1,15";"1.10";"1.17";"1.29";"1.32";"0.98";NA
"CKISF";"CK Infrastructure Holdings Ltd";"Utilities";"Utilities - Regulated";"6,08";"Hong Kong";1250;"0,37";"0.49";"0.52";"0.53";"0.53";"0.38";NA
"CKMTF";"Carmat";"Healthcare";"Medical Devices & Instruments";"33,1";"France";648;"-3,58";"-4.02";"-3.84";"-5.12";"-3.76";"-3.47";NA
"CKNHF";"Clarkson PLC";"Industrials";"Transportation";"50,5";"UK";737;"-1,07";"1.48";"1.39";"1.25";"-0.56";"-1.28";NA
"CKPDY";"Cookpad Inc";"Communication Services";"Media - Diversified";"2,22";"Japan";1068;"-0,07";"0.07";"0.29";"0.03";"-0.08";"0.04";NA
"CKPT";"Checkpoint Therapeutics Inc";"Healthcare";"Biotechnology";"3,16";"USA";717423;"-0,47";"-1.04";"-1.00";"-1.27";"-0.70";"-0.41";NA
"CKX";"CKX Lands Inc";"Energy";"Oil & Gas";"11,46";"USA";1320;"0,34";"0.09";"0.27";"0.57";"0.13";NA;NA
"CL";"Colgate-Palmolive Co";"Consumer Defensive";"Consumer Packaged Goods";"77,65";"USA";3796107;"3,19";"2.72";"2.28";"2.75";"2.75";"3.14";NA
"CLABF";"Core One Labs Inc";"Healthcare";"Medical Devices & Instruments";"2,9";"Canada";60839;"-5,92";"-6.48";"-14.29";"-7.86";"-11.66";"-7.99";NA
"CLAR";"Clarion Technologies Inc";"Consumer Cyclical";"Travel & Leisure";"27,43";"USA";161775;"0,49";"-0.30";"-0.02";"0.24";"0.61";"0.18";NA
"CLAR";"Clarus Corp";"Consumer Cyclical";"Travel & Leisure";"27,43";"USA";161775;"0,49";"-0.30";"-0.02";"0.24";"0.61";"0.18";NA
"CLB";"Core Laboratories NV";"Energy";"Oil & Gas";"28,14";"Netherlands";475619;"0,72";"1.46";"1.88";"1.79";"2.28";"-2.20";NA
"CLBK";"Columbia Financial Inc";"Financial Services";"Banks";"17,83";"USA";100320;"0,79";"0.28";"0.27";"0.20";"0.49";"0.52";NA
"CLBS";"Caladrius Biosciences Inc";"Healthcare";"Biotechnology";"1,27";"USA";306432;"-0,92";"-4.99";"2.56";"-1.67";"-1.88";"-0.53";NA
"CLCGY";"Clicks Group Ltd";"Healthcare";"Healthcare Providers & Services";"40,25";"South africa";876;"0,97";"0.63";"0.77";"0.82";"0.88";"0.87";NA
"CLCS";"Cell Source Inc";"Healthcare";"Biotechnology";"1,56";"USA";2679;"-0,21";"-0.04";"-0.12";"-0.09";"-0.18";"-0.19";NA
"CLDB";"Cortland Bancorp";"Financial Services";"Banks";"26,9";"USA";4033;"2,32";"1.11";"0.99";"2.03";"1.68";"1.97";NA
"CLDT";"Chatham Lodging Trust";"Real Estate";"REITs";"11,96";"USA";250460;"-0,57";"0.81";"0.73";"0.66";"0.39";"-1.62";NA
"CLDX";"Celldex Therapeutics Inc";"Healthcare";"Biotechnology";"51,8";"USA";946175;"-1,67";"-18.99";"-10.86";"-14.48";"-3.51";"-2.02";NA
"CLEV";"Concrete Leveling Systems Inc";"Industrials";"Farm & Heavy Construction Machinery";"2";"USA";882;"-0,01";NA;"-0.01";"-0.01";"-0.01";"-0.01";NA
"CLF";"Cleveland-Cliffs Inc";"Basic Materials";"Steel";"24,01";"USA";23645825;"1,52";"0.87";"1.26";"3.71";"1.03";"-0.32";NA
"CLFD";"Clearfield Inc";"Technology";"Hardware";"46,24";"USA";98114;"1,16";"0.59";"0.28";"0.32";"0.34";"0.53";NA
"CLH";"Clean Harbors Inc";"Industrials";"Waste Management";"102,51";"USA";231734;"3,31";"-0.69";"1.76";"1.16";"1.74";"2.42";NA
"CLI";"Mack-Cali Realty Corp";"Real Estate";"REITs";"17,75";"USA";526695;"-0,57";"1.30";"0.06";"0.80";"0.95";"-0.70";NA
"CLIGF";"Clinigen Group PLC";"Healthcare";"Medical Distribution";"8,65";"UK";116;"0,13";"0.17";"0.04";"0.30";"0.05";"0.13";NA
"CLIR";"ClearSign Technologies Corp";"Industrials";"Industrial Products";"3,09";"USA";125625;"-0,26";"-0.86";"-0.63";"-0.42";"-0.32";"-0.25";NA
"CLKFF";"Clarke Inc";"Consumer Cyclical";"Travel & Leisure";"6,94";"Canada";900;"1,56";"1.24";"0.19";"-0.03";"2.11";"-0.95";NA
"CLKXF";"TWC Enterprises Ltd";"Consumer Cyclical";"Travel & Leisure";"13,18";"Canada";733;"1,07";"0.46";"0.06";"6.16";"0.14";"0.03";NA
"CLLDF";"CapitaLand Ltd";"Real Estate";"Real Estate";"3,01";"Singapore";8977;"-0,12";"0.18";"0.26";"0.29";"0.32";"-0.23";NA
"CLLLF";"Cloudcall Group PLC";"Technology";"Software";"1,03";"UK";902;"-0,24";"-0.24";"-0.13";"-0.16";"-0.14";"-0.20";NA
"CLLNY";"Cellnex Telecom SA";"Communication Services";"Telecommunication Services";"35,01";"Spain";71235;"-0,17";"0.07";"0.05";"-0.03";"-0.01";"-0.20";NA
"CLLS";"Cellectis SA";"Healthcare";"Biotechnology";"13,95";"France";163913;"-2,82";"-1.91";"-2.78";"-1.93";"-2.41";"-1.91";NA
"CLLXF";"Callinex Mines Inc";"Basic Materials";"Metals & Mining";"2,55";"Canada";10082;"-0,07";"-0.31";"-0.24";"-0.31";"-0.17";"-0.08";NA
"CLM";"Cornerstone Strategic Value Fund Inc";"Financial Services";"Asset Management";"12,8";"USA";950217;"2,63";"1.21";"2.80";"-0.74";"2.76";"1.36";NA
"CLMOF";"Climeon AB";"Utilities";"Utilities - Independent Power Producers";"1,98";"Sweden";380;"-0,24";"-0.11";"-0.16";"-0.21";"-0.25";"-0.33";NA
"CLMT";"Calumet Specialty Products Partners LP";"Energy";"Oil & Gas";"6,71";"USA";142029;"-4,52";"-4.18";"-1.31";"-0.69";"-0.55";"-1.86";NA
"CLNE";"Clean Energy Fuels Corp";"Energy";"Oil & Gas";"7,84";"USA";5784465;"-0,44";"-0.10";"-0.53";"-0.02";"0.10";"-0.05";NA
"CLNFF";"Calian Group Ltd";"Industrials";"Business Services";"51,84";"Canada";236;"1,31";"1.40";"1.64";"1.61";"1.92";"1.69";NA
"CLNH";"Clinigence Holdings Inc";"Healthcare";"Healthcare Providers & Services";"2,8";"USA";2283;"-1,29";"-95.00";"5.00";"-10.00";"-1.96";"-1.14";NA
"CLOEF";"Cloetta AB";"Consumer Defensive";"Consumer Packaged Goods";"3,42";"Sweden";110586;"0,14";"-0.07";"-0.04";"0.19";"0.18";"0.12";NA
"CLPBF";"Coloplast A/S";"Healthcare";"Medical Devices & Instruments";"179,06";"Denmark";892;"3,45";"2.23";"2.86";"2.83";"2.68";"3.12";NA
"CLPHF";"CLP Holdings Ltd";"Utilities";"Utilities - Regulated";"9,8";"Hong Kong";515;"0,51";"0.65";"0.72";"0.69";"0.24";"0.58";NA
"CLPR";"Clipper Realty Inc";"Real Estate";"REITs";"8,4";"USA";62634;"-0,45";"-0.21";"-0.15";"-0.22";"-0.11";"-0.31";NA
"CLPS";"CLPS Inc";"Technology";"Software";"3,41";"Hong Kong";145582;"0,33";"0.14";"0.15";"0.21";"-0.24";"0.20";NA
"CLPT";"ClearPoint Neuro Inc";"Healthcare";"Medical Devices & Instruments";"18,21";"USA";312657;"-0,48";"-2.93";"-0.93";"-0.56";"-0.42";"-0.43";NA
"CLPXF";"China Longyuan Power Group Corp Ltd";"Utilities";"Utilities - Independent Power Producers";"2,05";"China";11298;"0,12";"0.06";"0.07";"0.07";"0.08";"0.09";NA
"CLR";"Continental Resources Inc";"Energy";"Oil & Gas";"38,31";"USA";1643181;"1,03";"-1.08";"2.11";"2.64";"2.08";"-1.65";NA
"CLRO";"ClearOne Inc";"Technology";"Hardware";"2,57";"USA";117738;"0,05";"0.26";"-1.65";"-1.87";"-0.51";"0.03";NA
"CLS";"Celestica Inc";"Technology";"Hardware";"9,47";"Canada";381746;"0,69";"0.96";"0.73";"0.70";"0.53";"0.47";NA
"CLSD";"Clearside Biomedical Inc";"Healthcare";"Biotechnology";"6,97";"USA";623507;"-0,43";"-1.97";"-2.33";"-2.69";"-0.81";"-0.39";NA
"CLSK";"Cleanspark Inc";"Technology";"Software";"13,64";"USA";1627995;"-1";"-1.10";"-4.20";"-13.62";"-6.25";"-2.44";NA
"CLSN";"Celsion Corp";"Healthcare";"Biotechnology";"1,03";"USA";1034132;"-0,44";"-11.89";"-2.72";"-0.68";"-0.77";"-0.67";NA
"CLSPF";"Canadian Life Companies Split Corp";"Financial Services";"Asset Management";"3";"Canada";2000;"2,98";"0.68";"0.34";"-1.43";"1.36";"-1.74";NA
"CLTFF";"Celtic PLC";"Consumer Cyclical";"Travel & Leisure";"1,52";"UK";1646;"-0,34";"0.01";"0.07";"0.16";"0.09";"-0.01";NA
"CLVS";"Clovis Oncology Inc";"Healthcare";"Biotechnology";"4,83";"USA";3561472;"-3,15";"-9.07";"-7.36";"-7.07";"-7.43";"-4.38";NA
"CLW";"Clearwater Paper Corp";"Basic Materials";"Forest Products";"32,43";"USA";98258;"0,23";"2.90";"5.88";"-8.72";"-0.34";"4.61";NA
"CLWT";"Euro Tech Holdings Co Ltd";"Industrials";"Industrial Products";"3,81";"Hong Kong";181464;"0,15";"0.04";"0.14";"0.02";"-0.04";"0.15";NA
"CLXT";"Calyxt Inc";"Consumer Defensive";"Consumer Packaged Goods";"3,93";"USA";145780;"-1,06";"-0.45";"-1.12";"-0.91";"-1.21";"-1.32";NA
"CLZNY";"Clariant AG";"Basic Materials";"Chemicals";"21,63";"Switzerland";588;"2,79";"0.77";"0.85";"1.03";"0.03";"2.58";NA
"CM";"Canadian Imperial Bank of Commerce";"Financial Services";"Banks";"115,48";"Canada";318592;"10,3";"8.08";"8.92";"8.96";"8.48";"6.22";NA
"CMA";"Comerica Inc";"Financial Services";"Banks";"73,53";"USA";1288313;"7,68";"2.68";"4.14";"7.20";"7.87";"3.27";NA
"CMAKY";"China Minsheng Banking Corp Ltd";"Financial Services";"Banks";"4,25";"China";3051;"1,01";"1.58";"1.71";"1.66";"1.74";"1.09";NA
"CMBM";"Cambium Networks Corp";"Technology";"Hardware";"36,83";"USA";203663;"1,69";"0.12";"0.50";"-0.08";"-0.89";"0.70";NA
"CMC";"Commercial Metals Co";"Basic Materials";"Steel";"33,53";"USA";745991;"2,71";"0.47";"0.39";"1.17";"1.66";"2.32";NA
"CMCM";"Cheetah Mobile Inc";"Communication Services";"Interactive Media";"1,99";"China";238439;"0,42";"-0.08";"1.42";"1.14";"-0.36";"0.44";NA
"CMCSA";"Comcast Corp";"Communication Services";"Media - Diversified";"59,71";"USA";12091844;"2,68";"1.78";"4.75";"2.53";"2.83";"2.28";NA
"CMCT";"CIM Commercial Trust Corp";"Real Estate";"REITs";"6,97";"USA";58761;"-2,08";"1.14";"16.41";"-0.98";"19.74";"-2.27";NA
"CME";"CME Group Inc";"Financial Services";"Capital Markets";"199,29";"USA";1219064;"5,35";"4.53";"11.94";"5.71";"5.91";"5.87";NA
"CMG";"Chipotle Mexican Grill Inc";"Consumer Cyclical";"Restaurants";"1916,07";"USA";247208;"20,56";"0.77";"6.17";"6.31";"12.38";"12.52";NA
"CMGMF";"Chemring Group PLC";"Industrials";"Aerospace & Defense";"4,65";"UK";4522;"0,19";"0.05";"0.03";"-0.49";"0.10";"0.16";NA
"CMGR";"Clubhouse Media Group Inc";"Communication Services";"Media - Diversified";"1,95";"USA";21824;"-0,19";"-0.21";"0.39";NA;NA;"-0.05";NA
"CMHHF";"China Merchants Port Holdings Co Ltd";"Industrials";"Transportation";"1,45";"Hong Kong";140;"0,18";"0.19";"0.19";"0.25";"0.30";"0.18";NA
"CMI";"Cummins Inc";"Industrials";"Industrial Products";"238,69";"USA";1024729;"14,89";"8.23";"5.97";"13.15";"14.48";"12.01";NA
"CMLEF";"Cominar Real Estate Investment Trust";"Real Estate";"REITs";"8,7";"Canada";2190;"-0,44";"1.05";"-1.67";"-0.87";"1.93";"-1.41";NA
"CMLS";"Cumulus Media Inc";"Communication Services";"Media - Diversified";"11,6";"USA";36534;"-2,15";"-17.45";"-7.05";NA;"3.02";"-2.94";NA
"CMO";"Capstead Mortgage Corp";"Real Estate";"REITs";"6,93";"USA";876562;"0,7";"0.70";"0.65";"0.34";"-0.62";"-1.56";NA
"CMOPF";"Cosmo Pharmaceuticals NV";"Healthcare";"Drug Manufacturers";"90,4";"Ireland";1040;"-0,89";"1.23";"-2.59";"-1.37";"-1.85";"-0.66";NA
"CMP";"Compass Minerals International Inc";"Basic Materials";"Metals & Mining";"66,29";"USA";292869;"-3,82";"4.79";"1.25";"1.90";"1.76";"1.82";NA
"CMPGF";"Compass Group PLC";"Consumer Cyclical";"Restaurants";"20,25";"UK";1711;"-0,29";"0.79";"0.95";"0.93";"0.89";"0.10";NA
"CMPVF";"CompuGroup Medical SE & Co KgaA";"Healthcare";"Healthcare Providers & Services";"92,15";"Germany";2000;"1,76";"0.95";"0.75";"2.18";"1.48";"1.70";NA
"CMRE";"Costamare Inc";"Industrials";"Transportation";"13,85";"Monaco";714663;"1,48";"0.79";"0.52";"0.33";"0.59";"-0.18";NA
"CMRX";"Chimerix Inc";"Healthcare";"Biotechnology";"6,91";"USA";566978;"-1,79";"-1.65";"-1.51";"-1.43";"-2.03";"-0.70";NA
"CMS";"CMS Energy Corp";"Utilities";"Utilities - Regulated";"64,48";"USA";1667754;"3,13";"1.98";"1.64";"2.32";"2.39";"2.64";NA
"CMT";"Core Molding Technologies Inc";"Basic Materials";"Chemicals";"13,86";"USA";28788;"1,19";"0.97";"0.70";"-0.62";"-1.94";"0.98";NA
"CMTL";"Comtech Telecommunications Corp";"Technology";"Hardware";"25,89";"USA";136207;"-3,15";"-0.46";"0.67";"1.24";"1.03";"0.28";NA
"CMTOY";"Cementos Argos S.A.";"Basic Materials";"Building Materials";"6,53";"Colombia";3271;"0,33";"0.59";"-0.02";"0.24";"0.15";"0.10";NA
"CMTV";"Community Bancorp Inc";"Financial Services";"Banks";"20";"USA";1032;"1,68";"1.07";"1.21";"1.61";"1.68";NA;NA
"CNA";"CNA Financial Corp";"Financial Services";"Insurance";"44";"USA";150186;"4,7";"3.17";"3.30";"2.98";"3.67";"2.53";NA
"CNAF";"Commercial National Financial Corp (PA)";"Financial Services";"Banks";"19,75";"USA";1130;"1,58";"1.41";"2.40";"1.52";"1.66";"2.00";NA
"CNBKA";"Century Bancorp Inc";"Financial Services";"Banks";"114,45";"USA";6561;"7,91";"4.41";"4.01";"6.50";"7.13";"7.58";NA
"CNBN";"CNB Bancshares Inc";"Financial Services";"Banks";"23";"USA";664;"2,74";"1.55";"1.54";"1.62";"2.53";"2.74";NA
"CNC";"Centene Corp";"Healthcare";"Healthcare Plans";"63,23";"USA";3193139;"1,22";"1.71";"2.34";"2.26";"3.14";"3.12";NA
"CNCE";"Concert Pharmaceuticals Inc";"Healthcare";"Biotechnology";"3,61";"USA";97750;"-1,8";"-2.28";"4.06";"-2.40";"-3.29";"-2.40";NA
"CNCG";"Concierge Technologies Inc";"Financial Services";"Asset Management";"2,5";"USA";2796;"0,19";"0.14";"0.14";"0.05";"0.01";"0.05";NA
"CNDCF";"Canadian Banc Corp";"Financial Services";"Asset Management";"9,57";"Canada";389;"5,96";"2.14";"2.23";"-0.75";"1.06";"-1.35";NA
"CNDT";"Conduent Inc";"Technology";"Software";"7,03";"USA";1050109;"-0,13";"-4.85";"0.83";"-2.06";"-9.29";"-0.61";NA
"CNET";"ZW Data Action Technologies Inc";"Communication Services";"Media - Diversified";"1,47";"China";441129;"-0,17";"-0.57";"-0.84";"-0.88";"-0.07";"-0.24";NA
"CNF";"CNFinance Holdings Ltd";"Financial Services";"Banks";"3,91";"China";40399;"8,76";"0.50";"1.19";"1.80";"1.03";"0.25";NA
"CNFR";"Conifer Holdings Inc";"Financial Services";"Insurance";"4,18";"USA";242645;"0,49";"-1.11";"-2.74";"-1.08";"-0.88";"0.06";NA
"CNHI";"CNH Industrial NV";"Industrials";"Farm & Heavy Construction Machinery";"16,76";"UK";2316512;"0,23";"-0.19";"0.20";"0.78";"1.05";"-0.36";NA
"CNI";"Canadian National Railway Co";"Industrials";"Transportation";"109,68";"Canada";2374816;"4,44";"3.50";"5.67";"4.37";"4.43";"3.90";NA
"CNICF";"China International Capital Corp Ltd";"Financial Services";"Capital Markets";"2,46";"China";895;"0,23";"0.11";"0.12";"0.12";"0.14";"0.25";NA
"CNIG";"Corning Natural Gas Holding Corp";"Utilities";"Utilities - Regulated";"23,9";"USA";1842;"0,61";"1.03";"0.62";"0.63";"0.94";"0.95";NA
"CNK";"Cinemark Holdings Inc";"Communication Services";"Media - Diversified";"16,99";"USA";4763015;"-6,22";"2.19";"2.26";"1.83";"1.63";"-5.25";NA
"CNLFF";"Canlan Ice Sports Corp";"Consumer Cyclical";"Travel & Leisure";"2,97";"Canada";333;"-0,39";"0.08";"0.21";"0.25";"0.14";"-0.38";NA
"CNMD";"Conmed Corp";"Healthcare";"Medical Devices & Instruments";"132,48";"USA";223358;"1,76";"0.52";"1.97";"1.41";"0.97";"0.32";NA
"CNNB";"Cincinnati Bancorp Inc";"Financial Services";"Banks";"14,67";"USA";2850;"1,45";"0.44";"0.52";"1.34";"0.27";"1.12";NA
"CNNE";"Cannae Holdings Inc";"Consumer Cyclical";"Restaurants";"31,67";"USA";477774;"6,68";"-0.18";"1.54";"0.39";"1.07";"20.79";NA
"CNNEF";"Canacol Energy Ltd";"Energy";"Oil & Gas";"2,64";"Canada";11994;"0";"0.14";"-0.85";"-0.12";"0.19";"-0.03";NA
"CNO";"CNO Financial Group Inc";"Financial Services";"Insurance";"24,56";"USA";748471;"3,37";"2.01";"1.02";"-1.90";"2.61";"2.11";NA
"CNOB";"ConnectOne Bancorp Inc";"Financial Services";"Banks";"28,57";"USA";118143;"2,89";"1.01";"1.34";"1.86";"2.07";"1.79";NA
