"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume";"EPS_TTM";"EPS_2016";"EPS_2017";"EPS_2018";"EPS_2019";"EPS_2020";"EPS_2021"
"CNP";"CenterPoint Energy Inc";"Utilities";"Utilities - Regulated";"25,38";"USA";4713675;"1,33";"1.00";"4.13";"0.74";"1.33";"-1.79";NA
"CNPAF";"CNP Assurances";"Financial Services";"Insurance";"17,29";"France";639;"2,41";"1.73";"2.13";"2.18";"2.21";"2.32";NA
"CNPPF";"China Overseas Property Holdings Ltd";"Real Estate";"Real Estate";"1,03";"Hong Kong";666;"0,03";"0.01";"0.01";"0.02";"0.02";"0.03";NA
"CNQ";"Canadian Natural Resources Ltd";"Energy";"Oil & Gas";"33,35";"Canada";2766920;"2,74";"-0.14";"1.59";"1.58";"3.45";"-0.29";NA
"CNR";"Cornerstone Building Brands Inc";"Industrials";"Construction";"16,72";"USA";662067;"0,31";"0.70";"0.77";"0.94";"-0.12";"-3.84";NA
"CNS";"Cohen & Steers Inc";"Financial Services";"Asset Management";"88,09";"USA";78237;"2,52";"2.00";"1.96";"2.40";"2.79";"1.57";NA
"CNSL";"Consolidated Communications Holdings Inc";"Communication Services";"Telecommunication Services";"9,3";"USA";368621;"-1,4";"0.29";"1.07";"-0.73";"-0.29";"0.47";NA
"CNSWF";"Constellation Software Inc";"Technology";"Software";"1703,27";"Canada";689;"16,52";"9.76";"10.47";"17.91";"15.73";"20.59";NA
"CNTG";"Centogene NV";"Healthcare";"Medical Diagnostics & Research";"10,27";"Germany";25892;"-0,81";"-0.29";"-0.33";"-0.65";"-1.41";"-1.24";NA
"CNTY";"Century Casinos Inc";"Consumer Cyclical";"Travel & Leisure";"13,22";"USA";164376;"0,52";"0.37";"0.24";"0.11";"-0.65";"-1.62";NA
"CNVAF";"Cnova NV";"Consumer Cyclical";"Retail - Cyclical";"9,95";"Netherlands";1180;"-0,07";"0.18";"-0.38";"-0.11";"-0.21";"-0.09";NA
"CNVVY";"ConvaTec Group PLC";"Healthcare";"Medical Devices & Instruments";"12,2";"UK";895;"0,27";"-0.60";"0.32";"0.44";"0.02";"0.22";NA
"CNWGY";"Cineworld Group PLC";"Communication Services";"Media - Diversified";"3";"UK";679;"-3,46";"0.22";"0.63";"0.67";"0.39";"-5.80";NA
"CNX";"CNX Resources Corp";"Energy";"Oil & Gas";"10,95";"USA";2832124;"-1,34";"-3.70";"1.65";"3.71";"-0.42";"-2.43";NA
"CNXN";"PC Connection Inc";"Technology";"Hardware";"48,74";"USA";43636;"2,31";"1.80";"2.04";"2.41";"3.10";"2.12";NA
"COCP";"Cocrystal Pharma Inc";"Healthcare";"Biotechnology";"1,11";"USA";5776151;"-0,14";"-3.30";"-0.03";"-1.75";"-1.51";"-0.17";NA
"COCSF";"Coca-Cola Femsa SAB de CV";"Consumer Defensive";"Beverages - Non-Alcoholic";"5,69";"Mexico";19021;"0,23";"0.24";"-0.32";"0.33";"0.30";"0.25";NA
"CODA";"Coda Octopus Group Inc";"Industrials";"Aerospace & Defense";"9,16";"USA";13558;"0,54";"0.58";"0.36";"0.49";"0.49";"0.30";NA
"CODGF";"Compagnie de Saint-Gobain SA";"Industrials";"Construction";"73,13";"France";585;"4,95";"2.48";"3.33";"0.82";"2.87";"1.03";NA
"CODI";"Compass Diversified Holdings";"Industrials";"Conglomerates";"28,58";"USA";217831;"-0,35";"0.51";"-0.44";"-0.42";"3.64";"-0.34";NA
"CODX";"Co-Diagnostics Inc";"Healthcare";"Medical Diagnostics & Research";"10,82";"USA";1544125;"1,57";"-0.17";"-0.63";"-0.50";"-0.37";"1.52";NA
"COE";"China Online Education Group";"Consumer Defensive";"Education";"2,78";"China";804277;"0,66";"-6.57";"-4.39";"-2.99";"-0.73";"0.99";NA
"COF";"Capital One Financial Corp";"Financial Services";"Credit Services";"165,19";"USA";2848825;"25,06";"6.89";"3.49";"11.82";"11.05";"5.18";NA
"COFS";"ChoiceOne Financial Services Inc";"Financial Services";"Banks";"24,39";"USA";7851;"2,46";"1.68";"1.70";"2.02";"1.58";"2.07";NA
"COG";"Cabot Oil & Gas Corp";"Energy";"Oil & Gas";"15,74";"USA";7149516;"0,68";"-0.91";"0.22";"1.24";"1.63";"0.50";NA
"COGT";"Cogent Biosciences Inc";"Healthcare";"Biotechnology";"8,15";"USA";197567;"-11,9";"-3.11";"-3.46";"-5.56";"-4.18";"-16.17";NA
"COHN";"Cohen & Co Inc";"Financial Services";"Capital Markets";"21,03";"USA";239457;"17,02";"1.85";"1.60";"-2.14";"-1.81";"7.66";NA
"COHR";"Coherent Inc";"Technology";"Hardware";"250,89";"USA";186524;"-4,94";"3.58";"8.36";"9.95";"2.22";"-17.18";NA
"COHU";"Cohu Inc";"Technology";"Semiconductors";"36,57";"USA";554315;"2,71";"0.11";"1.14";"-1.01";"-1.69";"-0.33";NA
"COIHF";"Croda International PLC";"Basic Materials";"Chemicals";"125,05";"UK";350;"2,49";"1.88";"2.46";"2.28";"2.26";"2.08";NA
"COKE";"Coca-Cola Consolidated Inc";"Consumer Defensive";"Beverages - Non-Alcoholic";"401";"USA";22390;"23,35";"5.36";"10.30";"-2.13";"1.21";"18.30";NA
"COLB";"Columbia Banking System Inc";"Financial Services";"Banks";"36,12";"USA";259848;"2,95";"1.81";"1.86";"2.36";"2.68";"2.17";NA
"COLD";"Americold Realty Trust";"Real Estate";"REITs";"36,67";"USA";2291839;"-0,26";"-0.35";"-0.43";"0.31";"0.26";"0.11";NA
"COLL";"Collegium Pharmaceutical Inc";"Healthcare";"Drug Manufacturers";"20,31";"USA";329254;"2,72";"-3.88";"-2.47";"-1.19";"-0.68";"0.76";NA
"COLM";"Columbia Sportswear Co";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"102,92";"USA";311211;"3,84";"2.72";"1.49";"3.81";"4.83";"1.62";NA
"COMM";"CommScope Holding Co Inc";"Technology";"Hardware";"15,87";"USA";2808267;"-1,98";"1.13";"0.98";"0.72";"-5.02";"-3.20";NA
"COMS";"ComSovereign Holding Corp";"Communication Services";"Telecommunication Services";"2,07";"USA";182404;"-0,89";"-3.69";"-3.45";"-2.67";"-1.71";"-0.82";NA
"CONE";"CyrusOne Inc";"Real Estate";"REITs";"76,79";"USA";799587;"0,04";"0.24";"-0.95";"0.01";"0.36";"0.35";NA
"COO";"The Cooper Companies Inc";"Healthcare";"Medical Devices & Instruments";"445,09";"USA";247000;"58,68";"5.59";"7.52";"2.81";"9.33";"4.81";NA
"COOP";"Mr. Cooper Group Inc";"Financial Services";"Banks";"38,58";"USA";627403;"14,95";"0.19";"0.30";NA;"2.95";"3.20";NA
"COOSF";"Carbios SA";"Basic Materials";"Chemicals";"50,27";"France";490;"-0,95";"1.36";"-0.79";"-0.76";"-0.60";"-0.93";NA
"COP";"ConocoPhillips";"Energy";"Oil & Gas";"56,2";"USA";7430404;"1,16";"-2.91";"-0.70";"5.32";"6.40";"-2.51";NA
"COR";"CoreSite Realty Corp";"Real Estate";"REITs";"146,99";"USA";244687;"2,06";"1.54";"1.84";"2.22";"2.05";"1.95";NA
"CORE";"Core-Mark Holding Co Inc";"Consumer Defensive";"Retail - Defensive";"44,92";"USA";538871;"1,46";"1.17";"0.72";"0.99";"1.25";"1.39";NA
"CORR";"CorEnergy Infrastructure Trust Inc";"Real Estate";"REITs";"4,78";"USA";147912;"-2,03";"2.14";"2.07";"2.79";"-0.40";"-23.09";NA
"CORT";"Corcept Therapeutics Inc";"Healthcare";"Biotechnology";"21,53";"USA";472799;"0,76";"0.07";"1.04";"0.60";"0.77";"0.85";NA
"COSM";"Cosmos Holdings Inc";"Healthcare";"Drug Manufacturers";"4,42";"USA";18063;"-0,29";"-0.05";"-0.49";"-0.68";"-0.25";"0.06";NA
"COSO";"CoastalSouth Bancshares Inc";"Financial Services";"Banks";"16,56";"USA";1190;"1,25";"-0.01";"-3.59";"-0.03";"0.36";"0.80";NA
"COST";"Costco Wholesale Corp";"Consumer Defensive";"Retail - Defensive";"455,93";"USA";1599795;"10,64";"5.33";"6.08";"7.09";"8.26";"9.02";NA
"COVTY";"Covestro AG";"Basic Materials";"Chemicals";"33,42";"Germany";15310;"4,21";"2.07";"5.88";"5.38";"1.68";"1.51";NA
"COWN";"Cowen Inc";"Financial Services";"Capital Markets";"36,1";"USA";378692;"9,23";"-0.97";"-2.29";"1.17";"0.57";"7.10";NA
"CP";"Canadian Pacific Railway Ltd";"Industrials";"Transportation";"72,05";"Canada";4121330;"3,83";"1.59";"2.58";"2.03";"2.66";"2.81";NA
"CPAC";"Cementos Pacasmayo SAA";"Basic Materials";"Building Materials";"5,5";"Peru";29599;"0,43";"0.26";"0.26";"0.22";"0.38";"0.17";NA
"CPAMF";"CapitaLand Integrated Commercial Trust";"Real Estate";"REITs";"1,53";"Singapore";6058;"0,06";"0.09";"0.14";"0.14";"0.14";"0.06";NA
"CPCAY";"Cathay Pacific Airways Ltd";"Industrials";"Transportation";"4,14";"Hong Kong";10736;"-2,05";"-0.08";"-0.18";"0.33";"0.25";"-2.74";NA
"CPE";"Callon Petroleum Co";"Energy";"Oil & Gas";"33,77";"USA";1589480;"-31,97";"-7.80";"5.60";"13.46";"2.38";"-63.79";NA
"CPF";"Central Pacific Financial Corp";"Financial Services";"Banks";"25,18";"USA";110483;"1,97";"1.50";"1.34";"2.01";"2.03";"1.32";NA
"CPG";"Crescent Point Energy Corp";"Energy";"Oil & Gas";"3,57";"Canada";3049461;"2,95";"-1.36";"-0.18";"-3.55";"-1.44";"-3.72";NA
"CPHC";"Canterbury Park Holding Corp";"Consumer Cyclical";"Travel & Leisure";"15,89";"USA";1141;"0,93";"0.97";"0.93";"1.26";"0.59";"0.23";NA
"CPHRF";"Cipher Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"1,75";"Canada";3739;"0,2";"-1.49";"0.16";"0.02";"0.12";"0.17";NA
"CPIX";"Cumberland Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"2,82";"USA";24039;"0";"-0.06";"-0.50";"-0.45";"-0.23";"-0.22";NA
"CPK";"Chesapeake Utilities Corp";"Utilities";"Utilities - Regulated";"129,51";"USA";33720;"4,58";"2.86";"3.55";"3.45";"3.96";"4.26";NA
"CPKF";"Chesapeake Financial Shares Inc";"Financial Services";"Banks";"29,35";"USA";705;"2,81";"1.43";"1.81";"2.18";"2.29";"2.40";NA
"CPKPY";"C.P. Pokphand Co Ltd";"Consumer Defensive";"Consumer Packaged Goods";"2,77";"Hong Kong";19360;"0,68";"0.26";"0.04";"0.28";"0.34";"0.68";NA
"CPLG";"CorePoint Lodging Inc";"Real Estate";"REITs";"14,11";"USA";196846;"-0,94";"-0.03";"2.58";"-4.47";"-3.71";"-3.14";NA
"CPLP";"Capital Product Partners LP";"Industrials";"Transportation";"12,45";"Greece";101819;"3,25";"2.35";"1.51";"-0.60";"-7.25";"1.60";NA
"CPMV";"Mosaic ImmunoEngineering Inc";"Healthcare";"Biotechnology";"1,01";"USA";1401;"-2,3";"-1.59";"-0.06";"-1.52";"-1.00";"-1.33";NA
"CPPCY";"CP All PCL";"Consumer Defensive";"Retail - Defensive";"17,98";"Thailand";1145;"0,41";"0.52";"0.66";"0.68";"0.79";"0.56";NA
"CPPMF";"Copper Mountain Mining Corp";"Basic Materials";"Metals & Mining";"2,64";"Canada";173701;"0,41";"0.05";"0.27";"-0.10";"-0.09";"0.14";NA
"CPPSF";"Cassiopea SpA";"Healthcare";"Biotechnology";"43,55";"Italy";585;"-1,48";"-1.00";"-1.61";"-1.43";"-1.30";"-1.44";NA
"CPRX";"Catalyst Pharmaceuticals Inc";"Healthcare";"Biotechnology";"5,49";"USA";750612;"0,7";"-0.22";"-0.21";"-0.33";"0.30";"0.71";NA
"CPS";"Cooper-Standard Holdings Inc";"Consumer Cyclical";"Vehicles & Parts";"22,79";"USA";105964;"-7,08";"7.42";"7.35";"5.66";"3.92";"-15.82";NA
"CPSH";"CPS Technologies Corp";"Technology";"Hardware";"5,83";"USA";188243;"0,02";"-0.03";"-0.13";"-0.28";"-0.05";"0.07";NA
"CPSI";"Computer Programs and Systems Inc";"Healthcare";"Healthcare Providers & Services";"35,39";"USA";74108;"1,28";"0.29";"-1.27";"1.26";"1.43";"0.98";NA
"CPSS";"Consumer Portfolio Services Inc";"Financial Services";"Credit Services";"5,66";"USA";31623;"0,93";"1.01";"0.14";"0.59";"0.22";"0.90";NA
"CPT";"Camden Property Trust";"Real Estate";"REITs";"148,79";"USA";638260;"1,25";"9.05";"2.13";"1.63";"2.22";"1.24";NA
"CPTP";"Capital Properties Inc";"Real Estate";"Real Estate";"12,12";"USA";1561;"0,27";"0.28";"0.91";"0.19";"0.38";"0.30";NA
"CPXGF";"Cineplex Inc";"Communication Services";"Media - Diversified";"10,26";"Canada";5796;"-6,76";"0.94";"0.87";"0.91";"0.35";"-7.75";NA
"CPXWF";"Capital Power Corp";"Utilities";"Utilities - Independent Power Producers";"34,46";"Canada";1164;"1,3";"0.68";"0.84";"1.61";"0.55";"0.60";NA
"CPYYY";"Centrica PLC";"Utilities";"Utilities - Independent Power Producers";"2,76";"UK";8495;"1,5";"1.56";"0.32";"0.16";"-0.93";"0.04";NA
"CQP";"Cheniere Energy Partners LP";"Energy";"Oil & Gas";"40,07";"USA";129973;"2,06";"-0.20";"-1.32";"2.51";"2.25";"2.32";NA
"CR";"Crane Co";"Industrials";"Industrial Products";"102,69";"USA";252903;"5,94";"2.07";"2.84";"5.50";"2.20";"3.08";NA
"CRAI";"CRA International Inc";"Industrials";"Business Services";"93,11";"USA";32422;"4,4";"1.49";"0.89";"2.61";"2.53";"3.07";NA
"CRARF";"Credit Agricole SA";"Financial Services";"Banks";"13,85";"France";1895;"1,12";"1.14";"1.28";"1.58";"1.65";"0.98";NA
"CRAWA";"Crawford United Corp";"Industrials";"Industrial Products";"35";"USA";792;"2,36";"2.36";"0.46";"1.14";"2.13";"1.76";NA
"CRBJF";"China Resources Land Ltd";"Real Estate";"Real Estate";"3,25";"Hong Kong";36837;"0,62";"0.36";"0.43";"0.51";"0.59";"0.64";NA
"CRBP";"Corbus Pharmaceuticals Holdings Inc";"Healthcare";"Biotechnology";"1,19";"USA";1018631;"-0,82";"-0.49";"-0.65";"-0.98";"-1.12";"-1.42";NA
"CRC";"California Resources Corp";"Energy";"Oil & Gas";"33,46";"USA";622011;"46,08";"6.76";"-6.26";"6.77";"-0.57";NA;NA
"CRCBY";"Chongqing Rural Commercial Bank Co Ltd";"Financial Services";"Banks";"18,63";"Hong Kong";1070;"5,41";"6.14";"7.13";"6.61";"6.77";"5.66";NA
"CRD.A";"Crawford & Co";"Financial Services";"Insurance";"9,86";"USA";37555;"0,97";"0.67";"0.52";"0.50";"0.26";"0.54";NA
"CRDF";"Cardiff Oncology Inc";"Healthcare";"Biotechnology";"7,4";"USA";1193821;"-0,68";"-98.64";"-51.77";"-8.26";"-2.80";"-1.08";NA
"CREAF";"Creative Technology Ltd";"Technology";"Hardware";"1,85";"Singapore";516;"0";"0.04";"-0.33";"0.57";"-0.05";"-0.25";NA
"CRECF";"Critical Elements Lithium Corp";"Basic Materials";"Metals & Mining";"1,05";"Canada";48942;"-0,01";NA;"-0.02";"-0.02";"-0.01";"-0.01";NA
"CREG";"China Recycling Energy Corp";"Utilities";"Utilities - Independent Power Producers";"8,45";"China";103090;"1,75";"-58.10";"-8.80";"-76.22";"-5.61";"1.58";NA
"CRERF";"Carrefour";"Consumer Defensive";"Retail - Defensive";"19,51";"France";2195;"1,44";"1.07";"-0.83";"-0.82";"1.58";"0.96";NA
"CRESY";"Cresud SACIF y A";"Industrials";"Conglomerates";"5,92";"Argentina";116381;"4,49";"6.88";"-0.74";"4.74";"-12.26";"1.15";NA
"CREX";"Creative Realities Inc";"Technology";"Software";"1,41";"USA";149791;"0,12";"-2.10";"-2.96";"-4.14";"0.11";"-1.65";NA
"CRF";"Cornerstone Total Return Fund Inc";"Financial Services";"Asset Management";"12,43";"USA";489999;"2,57";"0.95";"2.51";"-0.84";"2.69";"1.25";NA
"CRH";"CRH PLC";"Basic Materials";"Building Materials";"53,61";"Ireland";317984;"1,9";"1.57";"2.70";"3.45";"2.13";"1.42";NA
"CRHKF";"China Resources Beer (Holdings) Co Ltd";"Consumer Defensive";"Beverages - Alcoholic";"8,17";"Hong Kong";6000;"0,21";"0.03";"0.06";"0.04";"0.06";"0.10";NA
"CRI";"Carter's Inc";"Consumer Cyclical";"Retail - Cyclical";"104,44";"USA";605093;"7,69";"5.08";"6.24";"6.00";"5.85";"2.50";NA
"CRIS";"Curis Inc";"Healthcare";"Biotechnology";"8,52";"USA";1419859;"-0,45";"-2.25";"-1.79";"-0.98";"-0.97";"-0.61";NA
"CRK";"Comstock Resources Inc";"Energy";"Oil & Gas";"5,93";"USA";2718871;"-1,67";"-11.52";"-7.61";NA;"0.52";"-0.39";NA
"CRKM";"Crank Media Inc";"Communication Services";"Media - Diversified";"2,5";"Canada";354;"-0,08";NA;"-0.15";"-0.09";"-0.17";"-0.08";NA
"CRL";"Charles River Laboratories International Inc";"Healthcare";"Medical Diagnostics & Research";"444,68";"USA";266822;"7,76";"3.23";"2.54";"4.62";"5.07";"7.20";NA
"CRLBF";"Cresco Labs Inc";"Healthcare";"Drug Manufacturers";"9,87";"USA";513906;"-0,4";"1.16";"-3.10";"-2.63";"-0.37";"-0.39";NA
"CRLFF";"Cardinal Energy Ltd";"Energy";"Oil & Gas";"2,73";"Canada";24791;"0,69";"-0.94";"-0.48";"0.39";"-0.23";"-2.50";NA
"CRMD";"Cormedix Inc";"Healthcare";"Biotechnology";"6,23";"USA";259244;"-0,54";"-3.25";"-3.00";"-1.51";"-1.80";NA;NA
"CRMZ";"CreditRiskMonitor.com Inc";"Financial Services";"Capital Markets";"2,48";"USA";5315;"0,08";"0.01";NA;"-0.02";"0.02";NA;NA
"CRNC";"Cerence Inc";"Technology";"Software";"112,01";"USA";348565;"1,14";"0.96";"1.30";"0.16";"2.76";"-0.57";NA
"CRNCY";"Cairn Energy PLC";"Energy";"Oil & Gas";"5,4";"UK";3025;"-0,69";"-0.46";"1.03";"-5.46";"0.38";"-1.60";NA
"CRNT";"Ceragon Networks Ltd";"Technology";"Hardware";"3,89";"Israel";705461;"-0,09";"0.15";"0.19";"0.28";"-0.03";"-0.21";NA
"CRNX";"Crinetics Pharmaceuticals Inc";"Healthcare";"Biotechnology";"22,95";"USA";164809;"-2,61";"-0.43";"-0.66";"-2.23";"-2.09";"-2.42";NA
"CROJF";"Marimaca Copper Corp";"Basic Materials";"Metals & Mining";"3,12";"Canada";619;"-0,21";"-0.19";"-0.59";"-0.75";"-0.24";"0.03";NA
"CROMF";"Crombie Real Estate Investment Trust";"Real Estate";"REITs";"14";"Canada";5738;"-0,27";NA;"0.16";"-0.13";"0.05";"-0.36";NA
"CRON";"Cronos Group Inc";"Healthcare";"Drug Manufacturers";"6,41";"Canada";1632189;"-0,42";"-0.02";"-0.01";"-0.12";"3.33";"-0.21";NA
"CROX";"Crocs Inc";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"146,4";"USA";1084367;"10";"-0.43";"-0.07";"-1.01";"1.66";"4.56";NA
"CRPJY";"China Resources Power Holdings Co Ltd";"Utilities";"Utilities - Independent Power Producers";"33,77";"Hong Kong";682;"3,05";"3.11";"1.86";"1.59";"2.63";"3.06";NA
"CRSP";"CRISPR Therapeutics AG";"Healthcare";"Biotechnology";"120,71";"Switzerland";1061589;"5,09";"-1.89";"-1.71";"-3.44";"1.17";"-5.29";NA
"CRT";"Cross Timbers Royalty Trust";"Energy";"Oil & Gas";"12,12";"USA";32773;"0,74";"1.06";"1.01";"1.43";"0.88";"0.78";NA
"CRTD";"Creatd Inc";"Communication Services";"Interactive Media";"2,88";"USA";3948835;"-5,45";"-13.80";"-13.80";"-12.48";"-2.67";"-5.68";NA
"CRTO";"Criteo SA";"Communication Services";"Media - Diversified";"38,3";"France";367284;"1,4";"1.25";"1.34";"1.31";"1.38";"1.16";NA
"CRVS";"Corvus Pharmaceuticals Inc";"Healthcare";"Biotechnology";"2,16";"USA";275933;"-0,03";"-2.36";"-2.72";"-1.71";"-1.59";"-0.20";NA
"CRWE";"Crown Equity Holdings Inc";"Industrials";"Business Services";"1,5";"USA";514;"-0,03";"-0.04";"-0.02";"-0.03";"-0.01";"-0.09";NA
"CRWRF";"Craneware PLC";"Healthcare";"Healthcare Providers & Services";"33";"UK";500;"0,64";"0.39";"0.49";"0.58";"0.55";"0.62";NA
"CRY";"Cryolife Inc";"Healthcare";"Medical Devices & Instruments";"25,75";"USA";115065;"-0,31";"0.32";"0.11";"-0.08";"0.05";"-0.44";NA
"CRYCY";"China Railway Signal & Communication Corp Ltd";"Industrials";"Transportation";"3,55";"China";1902;"0,5";"0.51";"0.58";"0.55";"0.54";"0.52";NA
"CRZBF";"Commerzbank AG";"Financial Services";"Banks";"6,1";"Germany";873;"-3,21";"0.23";"0.12";"0.79";"0.52";"-2.84";NA
"CSAN";"Cosan SA";"Energy";"Oil & Gas";"17,03";"Brazil";207917;"1,12";"0.74";"0.97";"1.06";"1.49";"0.43";NA
"CSBB";"CSB Bancorp Inc";"Financial Services";"Banks";"39,75";"USA";1112;"4,04";"2.46";"2.59";"3.43";"3.80";"3.85";NA
"CSBTF";"Kuros Biosciences Ltd";"Healthcare";"Biotechnology";"2,87";"Switzerland";842;"-0,25";"-3.13";"-1.90";"-1.15";"-0.67";"-0.53";NA
"CSCHF";"China Renaissance Holdings Ltd";"Financial Services";"Capital Markets";"2,6";"China";22004;"0,55";"0.06";NA;"-0.75";"0.07";"0.30";NA
"CSFFF";"Capstone Mining Corp";"Basic Materials";"Metals & Mining";"4,35";"Canada";34930;"0,44";"-0.37";"0.14";"-0.06";"-0.04";"0.03";NA
"CSGKF";"Credit Suisse Group AG";"Financial Services";"Banks";"10,56";"Switzerland";48381;"0,07";"-1.25";"-0.42";"0.78";"1.34";"1.19";NA
"CSGP";"CoStar Group Inc";"Real Estate";"Real Estate";"83,99";"USA";1658946;"0,59";"0.26";"0.37";"0.65";"0.86";"0.59";NA
"CSGS";"CSG Systems International Inc";"Technology";"Software";"48,31";"USA";118091;"2,04";"1.90";"1.87";"2.01";"2.55";"1.82";NA
"CSHX";"Cashmere Valley Bank";"Financial Services";"Banks";"71,31";"USA";939;"6,89";"4.27";"4.47";"5.27";"5.69";"6.42";NA
"CSIQ";"Canadian Solar Inc";"Technology";"Semiconductors";"37,37";"Canada";1187073;"0,8";"1.12";"1.69";"3.88";"2.83";"2.38";NA
"CSL";"Carlisle Companies Inc";"Industrials";"Construction";"214,16";"USA";249716;"6,2";"3.82";"5.71";"10.02";"8.19";"5.80";NA
"CSLT";"Castlight Health Inc";"Healthcare";"Healthcare Providers & Services";"1,78";"USA";932921;"-0,05";"-0.58";"-0.41";"-0.29";"-0.28";"-0.41";NA
"CSNVF";"Corbion NV";"Basic Materials";"Chemicals";"54,17";"Netherlands";638;"2,37";"1.81";"1.70";"1.05";"0.48";"1.50";NA
"CSOD";"Cornerstone OnDemand Inc";"Technology";"Software";"56,98";"USA";1149258;"-0,43";"-1.20";"-1.07";"-0.58";"-0.07";"-0.63";NA
"CSPHF";"CStone Pharmaceuticals";"Healthcare";"Biotechnology";"1,81";"China";3225;"-0,17";"-0.02";"-0.02";"-0.07";"-0.34";"-0.18";NA
"CSPI";"CSP Inc";"Technology";"Software";"9,28";"USA";4506;"-0,03";"0.67";"0.63";"3.55";"-0.09";"-0.36";NA
"CSPKY";"COSCO SHIPPING Ports Ltd";"Industrials";"Transportation";"7,41";"Hong Kong";2109;"1,09";"0.83";"1.69";"1.06";"0.98";"1.08";NA
"CSPLF";"Countryside Properties PLC";"Consumer Cyclical";"Homebuilding & Construction";"7,5";"UK";6084;"-0,03";"0.18";"0.36";"0.43";"0.46";"-0.01";NA
"CSQPF";"Cervus Equipment Corp";"Industrials";"Farm & Heavy Construction Machinery";"15,33";"Canada";22337;"1,69";"1.08";"0.94";"1.12";"-0.43";"1.22";NA
"CSR";"Centerspace";"Real Estate";"Real Estate";"100,24";"USA";73902;"1,91";"0.49";"2.58";"8.71";"6.00";"-0.15";NA
"CSSE";"Chicken Soup for the Soul Entertainment Inc";"Communication Services";"Media - Diversified";"23,3";"USA";120825;"-3,29";"0.07";"1.99";"-0.16";"-2.92";"-3.62";NA
"CSTE";"Caesarstone Ltd";"Industrials";"Construction";"13,17";"Israel";71989;"0,76";"2.08";"0.73";"0.72";"0.37";"0.21";NA
"CSTM";"Constellium SE";"Basic Materials";"Metals & Mining";"19,83";"France";1053323;"1,62";"-0.04";"-0.33";"1.56";"0.46";"-0.18";NA
"CSTR";"CapStar Financial Holdings Inc";"Financial Services";"Banks";"21";"USA";48163;"1,82";"0.81";"0.12";"0.67";"1.20";"1.22";NA
"CSU";"Capital Senior Living Corp";"Healthcare";"Healthcare Providers & Services";"36,57";"USA";38834;"-72,7";"-14.55";"-22.50";"-26.97";"-17.87";"-144.08";NA
"CSUAY";"China Shenhua Energy Co Ltd";"Energy";"Other Energy Sources";"8,34";"China";37498;"1,37";"0.66";"1.37";"1.28";"1.24";"1.21";NA
"CSV";"Carriage Services Inc";"Consumer Cyclical";"Personal Services";"45,29";"USA";117451;"1,14";"1.12";"2.09";"0.63";"0.80";"0.89";NA
"CSX";"CSX Corp";"Industrials";"Transportation";"33,1";"USA";9183455;"1,48";"0.60";"2.00";"1.28";"1.39";"1.20";NA
"CSYJY";"CSE Global Ltd";"Technology";"Software";"3,53";"Singapore";200;"0,33";"0.29";"-0.65";"0.28";"0.34";"0.41";NA
"CTAGY";"Capita PLC";"Industrials";"Business Services";"2,27";"UK";100;"0,89";"-0.27";"-0.58";"0.92";"-0.20";"0.05";NA
"CTAM";"A.M. Castle & Co";"Industrials";"Industrial Distribution";"5,5";"USA";281;"-20,67";"-37.20";NA;"-185.70";"-175.87";"-7.27";NA
"CTBI";"Community Trust Bancorp Inc";"Financial Services";"Banks";"41,6";"USA";40219;"4,54";"2.70";"2.92";"3.35";"3.64";"3.35";NA
"CTEK";"CynergisTek Inc";"Technology";"Software";"1,94";"USA";258587;"-1,38";"0.60";"-0.05";"0.19";"1.49";"-1.75";NA
"CTG";"Computer Task Group Inc";"Technology";"Software";"8,74";"USA";24849;"0,55";"-2.22";"0.05";"-0.20";"0.29";"0.53";NA
"CTHR";"Charles & Colvard Ltd";"Consumer Cyclical";"Retail - Cyclical";"2,9";"USA";138596;"0,42";"-0.22";"-0.02";NA;"0.10";"-0.22";0,42
"CTIB";"Yunhong CTI Ltd";"Consumer Cyclical";"Retail - Cyclical";"2,12";"USA";1095531;"-0,99";"0.18";"-0.45";"-1.00";"-1.86";"-1.86";NA
"CTIC";"CTI BioPharma Corp";"Healthcare";"Biotechnology";"2,96";"USA";803845;"-0,79";"-1.86";"-1.24";"-0.52";"-0.69";"-0.74";NA
"CTJHY";"CITIC Resources Holdings Ltd";"Basic Materials";"Metals & Mining";"9,2";"Hong Kong";100;"1,62";"1.19";"1.69";"2.95";"1.96";"-1.20";NA
